"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"enhancerID"
"chr1_110075315_110075334_enh-1003163_37"	58.7015346469037	-0.428084546406005	0.577146818348406	-0.741725558898573	0.458253630892399	0.921316492405179	"chr1_110075315_110075334_enh-1003163_37"
"chr1_110075316_110075335_enh-1003163_6"	70.0561809183702	1.06613905756255	0.573724036934494	1.85827852578587	0.0631294717092344	0.636764633162903	"chr1_110075316_110075335_enh-1003163_6"
"chr1_110075323_110075342_enh-1003163_33"	57.1747885410775	0.911799046869383	0.564028072254167	1.616584513649	0.105967996972062	0.733380601683036	"chr1_110075323_110075342_enh-1003163_33"
"chr1_110075330_110075349_enh-1003163_8"	130.282031051073	-0.470486805072546	0.406609492187646	-1.15709744635135	0.247232549885655	0.846740333018548	"chr1_110075330_110075349_enh-1003163_8"
"chr1_110075331_110075350_enh-1003163_21"	177.956510300979	0.383200703662604	0.300681132874332	1.27444213076968	0.20250676919956	0.822642033745739	"chr1_110075331_110075350_enh-1003163_21"
"chr1_110075332_110075351_enh-1003163_1"	104.695580679096	-0.54465170782436	0.412109530398675	-1.32161881162385	0.186295116020788	0.820422756233141	"chr1_110075332_110075351_enh-1003163_1"
"chr1_110075337_110075356_enh-1003163_24"	74.0368707191755	-0.739348383820209	0.574997332635383	-1.28582924103588	0.19850266274381	0.822181834548639	"chr1_110075337_110075356_enh-1003163_24"
"chr1_110075339_110075358_enh-1003163_7"	84.6737454929165	0.698201562609785	0.560442602314275	1.245803869525	0.212836408637059	0.826289153352709	"chr1_110075339_110075358_enh-1003163_7"
"chr1_110075362_110075381_enh-1003163_5"	91.4093899875523	0.858551619022009	0.494794994341683	1.73516633927208	0.082711346743757	0.683886912475671	"chr1_110075362_110075381_enh-1003163_5"
"chr1_110075363_110075382_enh-1003163_13"	40.9548431483068	-0.225622252863996	0.776832576487317	-0.290438711883344	0.77148063158704	0.982719790575441	"chr1_110075363_110075382_enh-1003163_13"
"chr1_110075364_110075383_enh-1003163_35"	89.0225653551033	-0.537099205296621	0.505746411682324	-1.06199311135002	0.288238812479328	0.869929773377523	"chr1_110075364_110075383_enh-1003163_35"
"chr1_110075371_110075390_enh-1003163_2"	46.2097117479001	0.244977458173434	0.603592763855934	0.405865465663378	0.684841453760809	0.974381728982192	"chr1_110075371_110075390_enh-1003163_2"
"chr1_110075373_110075392_enh-1003163_27"	139.993798631875	-0.509909376530598	0.469344758233811	-1.08642819075989	0.277289594947315	0.863887115324515	"chr1_110075373_110075392_enh-1003163_27"
"chr1_110075375_110075394_enh-1003163_14"	200.696699654191	-0.60477315227343	0.390995914345226	-1.54675056716693	0.121923404388945	0.756622248193928	"chr1_110075375_110075394_enh-1003163_14"
"chr1_110075376_110075395_enh-1003163_18"	188.430833569826	-0.501747760854519	0.344985820424941	-1.45440111201233	0.145835131837237	0.784573155848873	"chr1_110075376_110075395_enh-1003163_18"
"chr1_110075398_110075417_enh-1003163_15"	139.673149787325	0.204427552074851	0.342798656864072	0.596348754528263	0.550942267125721	0.943466926520815	"chr1_110075398_110075417_enh-1003163_15"
"chr1_110075399_110075418_enh-1003163_10"	217.530786468368	0.529457469740111	0.306458564680609	1.7276641306857	0.0840484578955022	0.683886912475671	"chr1_110075399_110075418_enh-1003163_10"
"chr1_110075402_110075421_enh-1003163_4"	87.2332271544066	-0.477614035109154	0.488478127791474	-0.977759305761674	0.328193382200515	0.88483139262334	"chr1_110075402_110075421_enh-1003163_4"
"chr1_110075403_110075422_enh-1003163_22"	103.155305835668	1.04103689432898	0.382051521271839	2.72485996355517	0.00643287649106241	0.335603680302173	"chr1_110075403_110075422_enh-1003163_22"
"chr1_110075406_110075425_enh-1003163_29"	92.8456582153684	0.493083297490848	0.500014704877704	0.986137592916288	0.324065598366955	0.884179368788469	"chr1_110075406_110075425_enh-1003163_29"
"chr1_110075407_110075426_enh-1003163_31"	90.3358284591111	-0.24512515421003	0.489684939830192	-0.500577277902466	0.616668657065017	0.957062460767441	"chr1_110075407_110075426_enh-1003163_31"
"chr1_110075411_110075430_enh-1003163_8"	178.957493272409	-0.0942152530660509	0.337253693601468	-0.27936018152965	0.779968425609744	0.982719790575441	"chr1_110075411_110075430_enh-1003163_8"
"chr1_110075412_110075431_enh-1003163_19"	156.045125860171	0.47222603032977	0.321765204978106	1.46761061489511	0.142210022987876	0.782501941073204	"chr1_110075412_110075431_enh-1003163_19"
"chr1_110075413_110075432_enh-1003163_2"	100.741852818391	-0.263063473456029	0.513751529674567	-0.512044165829862	0.608620099659508	0.955156677875494	"chr1_110075413_110075432_enh-1003163_2"
"chr1_110075414_110075433_enh-1003163_3"	155.4484611579	0.608438922440889	0.361623532901533	1.68252026509171	0.0924679986574507	0.708184155185991	"chr1_110075414_110075433_enh-1003163_3"
"chr1_110075414_110075433_enh-1003163_5"	295.802803075431	0.292736267448754	0.298475488952009	0.980771548365976	0.32670541172256	0.88483139262334	"chr1_110075414_110075433_enh-1003163_5"
"chr1_110075415_110075434_enh-1003163_6"	124.406910806406	-0.193087487146351	0.320234829824241	-0.602955922228464	0.546538012236505	0.943466926520815	"chr1_110075415_110075434_enh-1003163_6"
"chr1_110075428_110075447_enh-1003163_1"	136.893252485872	0.0479418035241427	0.406522621196468	0.117931453317509	0.906121970996897	0.994756713646239	"chr1_110075428_110075447_enh-1003163_1"
"chr1_110075431_110075450_enh-1003163_4"	55.0357128926773	0.253109528957161	0.714886532967646	0.354055528094018	0.72329726951625	0.978153157673028	"chr1_110075431_110075450_enh-1003163_4"
"chr1_110075432_110075451_enh-1003163_32"	79.2554364989625	-0.652577530850593	0.493192122320446	-1.32317103480941	0.185778506116998	0.820281085754659	"chr1_110075432_110075451_enh-1003163_32"
"chr1_110075433_110075452_enh-1003163_39"	81.7829508010717	-1.13593527566933	0.477135824111028	-2.38073776536428	0.0172780067965244	0.44643906450139	"chr1_110075433_110075452_enh-1003163_39"
"chr1_110075437_110075456_enh-1003163_22"	94.737395298249	0.118517389297843	0.500709221277522	0.236699034612254	0.812890283950149	0.989408563138879	"chr1_110075437_110075456_enh-1003163_22"
"chr1_110075445_110075464_enh-1003163_34"	86.0826628395674	-1.26065438743295	0.432259602710632	-2.9164288763687	0.00354063437472816	0.268117228477464	"chr1_110075445_110075464_enh-1003163_34"
"chr1_110075446_110075465_enh-1003163_20"	58.4610358116861	0.58108490448178	0.534254038284942	1.08765655070605	0.276746755671896	0.863887115324515	"chr1_110075446_110075465_enh-1003163_20"
"chr1_110075451_110075470_enh-1003163_38"	47.0731800627611	0.309435381300931	0.649069792234492	0.476736685334973	0.633549636236369	0.962823584046023	"chr1_110075451_110075470_enh-1003163_38"
"chr1_154959426_154959445_enh-1003792_11"	219.438762626106	0.173961532538694	0.308247037271152	0.564357516875879	0.572510845006602	0.947323599990073	"chr1_154959426_154959445_enh-1003792_11"
"chr1_154959427_154959446_enh-1003792_9"	244.698022773654	0.352420595186386	0.352159689695301	1.0007408726743	0.316952101683221	0.881256175605004	"chr1_154959427_154959446_enh-1003792_9"
"chr1_154959438_154959457_enh-1003792_1"	26.0220409966703	1.69283620377246	1.04143459053007	1.62548490242757	0.104059278200975	0.728686443342622	"chr1_154959438_154959457_enh-1003792_1"
"chr1_154959439_154959458_enh-1003792_2"	40.4639692435361	0.519275787683952	0.738061803889374	0.703566808291009	0.481702587783365	0.926578293721789	"chr1_154959439_154959458_enh-1003792_2"
"chr1_154959440_154959459_enh-1003792_8"	296.697929108878	0.178801915747376	0.287720516384558	0.621443051730085	0.534308153177658	0.939764009567423	"chr1_154959440_154959459_enh-1003792_8"
"chr1_154959465_154959484_enh-1003792_6"	72.071533178297	0.0173513285647278	0.515059560052358	0.0336880040882339	0.973125944895048	0.998382060140472	"chr1_154959465_154959484_enh-1003792_6"
"chr1_154959469_154959488_enh-1003792_4"	121.627522957864	-0.147223021401946	0.383594517880587	-0.383798554305138	0.701127759660033	0.976157512512284	"chr1_154959469_154959488_enh-1003792_4"
"chr1_154959485_154959504_enh-1003792_3"	151.119873266258	0.338755979566219	0.354685989663008	0.955087004953525	0.339533700039569	0.890352669677666	"chr1_154959485_154959504_enh-1003792_3"
"chr1_154959486_154959505_enh-1003792_7"	124.453672157693	0.802032156936112	0.443577546901089	1.80809908558097	0.0705910804941356	0.654276098698535	"chr1_154959486_154959505_enh-1003792_7"
"chr1_154959493_154959512_enh-1003792_10"	57.0830217863439	-0.170677041066654	0.650494699660524	-0.262380371670555	0.793028203871085	0.984941349766241	"chr1_154959493_154959512_enh-1003792_10"
"chr1_154959520_154959539_enh-1003792_5"	138.626322435012	0.308444253040562	0.372099382559163	0.828929763116498	0.407144152497251	0.909980181112973	"chr1_154959520_154959539_enh-1003792_5"
"chr1_154959698_154959717_enh-1003792_2"	142.080225038382	0.442173643157811	0.339048702353074	1.30415966818049	0.192179148080348	0.822181834548639	"chr1_154959698_154959717_enh-1003792_2"
"chr1_154959703_154959722_enh-1003792_10"	48.2035913169523	0.506432003678404	0.639654678627873	0.791727193748905	0.42851976248315	0.914241548092748	"chr1_154959703_154959722_enh-1003792_10"
"chr1_154959747_154959766_enh-1003792_18"	191.023921749197	-0.605525365085153	0.270507027697483	-2.23848293421172	0.0251895790842361	0.505637723474282	"chr1_154959747_154959766_enh-1003792_18"
"chr1_154959748_154959767_enh-1003792_19"	173.90429699289	0.105862745226646	0.387945512229443	0.272880448128589	0.784945116472902	0.983761464807948	"chr1_154959748_154959767_enh-1003792_19"
"chr1_154959793_154959812_enh-1003792_17"	34.347939079814	-1.01406621151994	0.752700660083819	-1.34723704295279	0.177903901169829	0.817011832540007	"chr1_154959793_154959812_enh-1003792_17"
"chr1_154959798_154959817_enh-1003792_7"	50.8342689635848	1.63427176852249	0.577809728094699	2.82839088554535	0.00467826459937222	0.290452304764449	"chr1_154959798_154959817_enh-1003792_7"
"chr1_154959799_154959818_enh-1003792_8"	73.3692982941751	0.216920283258883	0.581266120190149	0.373185836442561	0.709010136880155	0.976157512512284	"chr1_154959799_154959818_enh-1003792_8"
"chr1_154959803_154959822_enh-1003792_6"	205.098268810962	0.223848395795935	0.394899848737996	0.566848522508428	0.570817100807061	0.946479200667463	"chr1_154959803_154959822_enh-1003792_6"
"chr1_154959818_154959837_enh-1003792_4"	127.043533795482	0.556016312337845	0.388388810358004	1.43159714571933	0.152259146981328	0.791539042179783	"chr1_154959818_154959837_enh-1003792_4"
"chr1_154959819_154959838_enh-1003792_12"	154.086207217476	-0.185216326390201	0.350236806971232	-0.528831701019403	0.596922204530577	0.954292134460591	"chr1_154959819_154959838_enh-1003792_12"
"chr1_154959825_154959844_enh-1003792_15"	120.425619953627	-0.44574662127037	0.372459251101748	-1.19676614274403	0.231397718287463	0.840728541913631	"chr1_154959825_154959844_enh-1003792_15"
"chr1_154959831_154959850_enh-1003792_3"	142.489740235208	-0.442251849768518	0.34259097604669	-1.29090338242956	0.196737182394798	0.822181834548639	"chr1_154959831_154959850_enh-1003792_3"
"chr1_154959832_154959851_enh-1003792_11"	153.888772005944	-0.454514214386759	0.397199486393206	-1.1442970848578	0.252500451847925	0.848518187125388	"chr1_154959832_154959851_enh-1003792_11"
"chr1_154959833_154959852_enh-1003792_5"	116.797198753218	0.184750506244061	0.400887789984576	0.460853412999106	0.644903777517033	0.96585195780239	"chr1_154959833_154959852_enh-1003792_5"
"chr1_154959834_154959853_enh-1003792_1"	108.47490503366	0.135449248868777	0.43394331561807	0.31213581127723	0.754937311685934	0.981612470059648	"chr1_154959834_154959853_enh-1003792_1"
"chr1_154959838_154959857_enh-1003792_14"	104.071664090927	0.189091214119439	0.413150450793933	0.457681248455787	0.647181461778645	0.96585195780239	"chr1_154959838_154959857_enh-1003792_14"
"chr1_154959839_154959858_enh-1003792_13"	208.197449274384	-0.23038358679367	0.255690999425569	-0.901023451397372	0.367575850910436	0.899719925653602	"chr1_154959839_154959858_enh-1003792_13"
"chr1_154959840_154959859_enh-1003792_9"	250.750006685018	0.665247962629555	0.230552442866654	2.88545180592304	0.00390852299055565	0.276321270405238	"chr1_154959840_154959859_enh-1003792_9"
"chr1_154959844_154959863_enh-1003792_16"	151.065650916674	-0.206671675984366	0.332736724698114	-0.621126736677099	0.534516238854948	0.939764009567423	"chr1_154959844_154959863_enh-1003792_16"
"chr1_154959857_154959876_enh-1003792_17"	12.71167980645	1.71632962189118	1.39028974243465	1.23451218081029	0.217012110624532	0.830388575185169	"chr1_154959857_154959876_enh-1003792_17"
"chr1_154959887_154959906_enh-1003792_5"	290.187850141476	0.0845537098524137	0.239334090882076	0.353287363036279	0.723873018347723	0.978153157673028	"chr1_154959887_154959906_enh-1003792_5"
"chr1_154959894_154959913_enh-1003792_10"	100.849191505699	-0.126197907762983	0.456868941731656	-0.276223433540174	0.782376459775924	0.982854945136914	"chr1_154959894_154959913_enh-1003792_10"
"chr1_154959897_154959916_enh-1003792_7"	86.4333773631498	0.273858866187595	0.558540819498087	0.490311283665334	0.623913643613361	0.95917870244913	"chr1_154959897_154959916_enh-1003792_7"
"chr1_154959899_154959918_enh-1003792_16"	110.900584959572	-0.111454330213914	0.385935413643624	-0.288790109105747	0.772742001569477	0.982719790575441	"chr1_154959899_154959918_enh-1003792_16"
"chr1_154959936_154959955_enh-1003792_15"	75.7246811480219	-0.26824451034157	0.441307979120593	-0.60783970159821	0.54329379485742	0.943178725511865	"chr1_154959936_154959955_enh-1003792_15"
"chr1_154959968_154959987_enh-1003792_13"	215.723026890114	-0.122179341012322	0.350609750222772	-0.348476734987237	0.727482182983656	0.979092656842029	"chr1_154959968_154959987_enh-1003792_13"
"chr1_154959982_154960001_enh-1003792_9"	94.4462992361517	-0.0431222618236872	0.396753151763939	-0.108687887246688	0.913450049512883	0.994756713646239	"chr1_154959982_154960001_enh-1003792_9"
"chr1_154959991_154960010_enh-1003792_1"	102.238648788804	-0.0300856445660235	0.433824678624501	-0.06934977664575	0.944711205044041	0.996551497446443	"chr1_154959991_154960010_enh-1003792_1"
"chr1_171560603_171560622_enh-1004329_3"	163.57451403181	0.0799788578795992	0.30102466764395	0.265688717491411	0.79047895331806	0.984941349766241	"chr1_171560603_171560622_enh-1004329_3"
"chr1_171560610_171560629_enh-1004329_4"	95.3980723351372	-0.388890141337593	0.420352050329024	-0.925153430400055	0.354886103558305	0.893547998347649	"chr1_171560610_171560629_enh-1004329_4"
"chr1_171560622_171560641_enh-1004329_5"	129.833222228704	-0.385019589097185	0.370251748711703	-1.03988594365014	0.298392893701654	0.874643373390196	"chr1_171560622_171560641_enh-1004329_5"
"chr1_171560655_171560674_enh-1004329_6"	210.736185903085	0.547316164989274	0.275196849122762	1.98881697495426	0.0467214084327266	0.606148798877217	"chr1_171560655_171560674_enh-1004329_6"
"chr1_171560659_171560678_enh-1004329_1"	149.783459617433	0.38267203795108	0.321506187356361	1.19024781792744	0.233949003802523	0.841375380393185	"chr1_171560659_171560678_enh-1004329_1"
"chr1_171560661_171560680_enh-1004329_2"	152.770044058799	-0.431212206187459	0.401392169687749	-1.07429152522558	0.282692042180305	0.867674034380992	"chr1_171560661_171560680_enh-1004329_2"
"chr1_171560742_171560761_enh-1004329_1"	19.0485142152148	-0.851156744445492	1.25646640351142	-0.677421013460273	0.49813886951243	0.930399228269813	"chr1_171560742_171560761_enh-1004329_1"
"chr1_171564278_171564297_enh-1004329_6"	184.488466044613	-0.53648250965888	0.341454172806771	-1.57116987398035	0.116143195732112	0.751480208721177	"chr1_171564278_171564297_enh-1004329_6"
"chr1_171564288_171564307_enh-1004329_5"	192.628110606473	-0.021250649800992	0.31450312550272	-0.0675689622067309	0.946128763483464	0.996551497446443	"chr1_171564288_171564307_enh-1004329_5"
"chr1_171564331_171564350_enh-1004329_7"	135.568579691976	-0.479295101308321	0.333962167750473	-1.43517783627047	0.151236427707918	0.790230343215455	"chr1_171564331_171564350_enh-1004329_7"
"chr1_171564348_171564367_enh-1004329_1"	64.3386085333656	-0.475304773277649	0.513914749479229	-0.924870854084835	0.355033089003809	0.893547998347649	"chr1_171564348_171564367_enh-1004329_1"
"chr1_171564380_171564399_enh-1004329_2"	176.418933708746	-0.0705499924075234	0.35653153411321	-0.197878688579399	0.843139978527709	0.99291858059096	"chr1_171564380_171564399_enh-1004329_2"
"chr1_171564412_171564431_enh-1004329_3"	239.623155726075	0.313048935034035	0.325137218863927	0.962820977948542	0.335637371266522	0.887519974438936	"chr1_171564412_171564431_enh-1004329_3"
"chr1_171564432_171564451_enh-1004329_4"	31.5222808447879	0.810366417966408	1.00102123559054	0.809539687225858	0.418204784209225	0.911933379907559	"chr1_171564432_171564451_enh-1004329_4"
"chr1_171565278_171565297_enh-1004329_2"	143.182248905795	-0.0603023578283167	0.332709784926112	-0.181246120674535	0.856174394965393	0.994756713646239	"chr1_171565278_171565297_enh-1004329_2"
"chr1_171565282_171565301_enh-1004329_3"	199.401363769553	0.00157204074621271	0.294259393840341	0.00534236384332957	0.995737430647452	0.99956383435545	"chr1_171565282_171565301_enh-1004329_3"
"chr1_171565312_171565331_enh-1004329_4"	189.567158278426	0.0220362610546619	0.260396454879851	0.0846258105350538	0.932558878829434	0.996512345340885	"chr1_171565312_171565331_enh-1004329_4"
"chr1_171565427_171565446_enh-1004329_1"	147.886542908711	0.168515154896656	0.325555507893866	0.517623418466608	0.604721039229549	0.955156677875494	"chr1_171565427_171565446_enh-1004329_1"
"chr1_171565989_171566008_enh-1004329_3"	142.803745584759	-0.513522725187091	0.309828704821388	-1.65744076386702	0.0974303956808585	0.711917186840629	"chr1_171565989_171566008_enh-1004329_3"
"chr1_171566015_171566034_enh-1004329_5"	181.287095010684	0.00784459642597112	0.343904150203339	0.0228104151151793	0.981801500126636	0.999240692204912	"chr1_171566015_171566034_enh-1004329_5"
"chr1_171566022_171566041_enh-1004329_4"	146.633294128661	-0.143082042341446	0.357683863407403	-0.400023755554427	0.689139019939759	0.974444442647005	"chr1_171566022_171566041_enh-1004329_4"
"chr1_171566138_171566157_enh-1004329_6"	161.23896797328	-0.00257199793643298	0.329892139063544	-0.0077964814309733	0.993779370857988	0.99956383435545	"chr1_171566138_171566157_enh-1004329_6"
"chr1_171566146_171566165_enh-1004329_1"	190.561503581799	1.26289154724335	0.348532360985334	3.62345563457304	0.000290693084245861	0.077886788333266	"chr1_171566146_171566165_enh-1004329_1"
"chr1_171566153_171566172_enh-1004329_2"	145.484907983478	-0.558058711958323	0.418815372673722	-1.33246950415328	0.182705956035066	0.817586297288721	"chr1_171566153_171566172_enh-1004329_2"
"chr1_171567092_171567111_enh-1004329_3"	52.2142772533992	0.715787542898127	0.570956574387454	1.25366371981276	0.209964260086244	0.824931305566768	"chr1_171567092_171567111_enh-1004329_3"
"chr1_171567093_171567112_enh-1004329_2"	73.1005531085837	-0.186621690026852	0.657554894386353	-0.28381157469904	0.776554783793282	0.982719790575441	"chr1_171567093_171567112_enh-1004329_2"
"chr1_171567094_171567113_enh-1004329_1"	135.703458456305	-0.474268867815811	0.385546025734604	-1.23012256944461	0.218651209628743	0.830726312784913	"chr1_171567094_171567113_enh-1004329_1"
"chr1_171568786_171568805_enh-1004329_1"	52.8272034287424	-0.892692190734313	0.575987260960119	-1.549847108157	0.12117821714715	0.756446287139592	"chr1_171568786_171568805_enh-1004329_1"
"chr1_171576324_171576343_enh-1004329_1"	134.370073005877	-0.255078127121989	0.367185915234714	-0.694683855068179	0.487253448077599	0.928206177369506	"chr1_171576324_171576343_enh-1004329_1"
"chr1_171577970_171577989_enh-1004329_9"	56.7151777602622	-0.319070491484857	0.580341920974085	-0.549797421060516	0.582458327721529	0.949305704230118	"chr1_171577970_171577989_enh-1004329_9"
"chr1_171578023_171578042_enh-1004329_8"	75.8174629441661	0.305621804556551	0.448287819112096	0.681753533169567	0.4953948108524	0.930399228269813	"chr1_171578023_171578042_enh-1004329_8"
"chr1_171578028_171578047_enh-1004329_2"	30.9207045097965	1.79196345123281	0.97270148383612	1.84225425889729	0.0654379671044856	0.644435143130856	"chr1_171578028_171578047_enh-1004329_2"
"chr1_171578033_171578052_enh-1004329_6"	42.0762744404858	-1.08250116939354	0.622752950976022	-1.738251368696	0.0821665313015522	0.683886912475671	"chr1_171578033_171578052_enh-1004329_6"
"chr1_171578036_171578055_enh-1004329_5"	146.463535354711	-0.155347650417843	0.345000773144404	-0.450282035608136	0.652507090600779	0.966505492174965	"chr1_171578036_171578055_enh-1004329_5"
"chr1_171578065_171578084_enh-1004329_3"	168.12052823115	0.318667835912602	0.398002640708636	0.80066764216745	0.42332407988787	0.911933379907559	"chr1_171578065_171578084_enh-1004329_3"
"chr1_171578068_171578087_enh-1004329_4"	187.546671526783	-0.0030679991365847	0.417547955609871	-0.00734765694662204	0.994137470715362	0.99956383435545	"chr1_171578068_171578087_enh-1004329_4"
"chr1_171578081_171578100_enh-1004329_7"	101.63971214872	0.207834140917368	0.418430809329152	0.496698943489792	0.619401367582344	0.957349452868395	"chr1_171578081_171578100_enh-1004329_7"
"chr1_171578086_171578105_enh-1004329_1"	162.557537094627	-0.300583437853604	0.296235153275558	-1.01467848947016	0.310259111073652	0.879892676184262	"chr1_171578086_171578105_enh-1004329_1"
"chr1_171578107_171578126_enh-1004329_9"	55.9320372585328	1.37351076314799	0.701978321146664	1.95662846240665	0.0503911661555382	0.616210104868021	"chr1_171578107_171578126_enh-1004329_9"
"chr1_171578112_171578131_enh-1004329_15"	36.6734741002671	0.0692061708937758	1.82206246107466	0.0379823262770903	0.969701773447219	0.998382060140472	"chr1_171578112_171578131_enh-1004329_15"
"chr1_171578117_171578136_enh-1004329_1"	212.06810314386	-0.330391110988043	0.285365115292721	-1.15778381197413	0.246952271116347	0.846740333018548	"chr1_171578117_171578136_enh-1004329_1"
"chr1_171578120_171578139_enh-1004329_2"	134.688263663823	0.00407491586343923	0.333227730819677	0.012228621709891	0.990243214708678	0.99956383435545	"chr1_171578120_171578139_enh-1004329_2"
"chr1_171578124_171578143_enh-1004329_11"	105.044770325026	-0.713013129206068	0.366470960260651	-1.94561972577292	0.0517004357271675	0.621666214963258	"chr1_171578124_171578143_enh-1004329_11"
"chr1_171578141_171578160_enh-1004329_12"	59.9986973547215	0.0617281332520017	0.606851958202702	0.101718602729437	0.918980035891408	0.995401444396713	"chr1_171578141_171578160_enh-1004329_12"
"chr1_171578150_171578169_enh-1004329_3"	117.724027074275	-0.280374304997308	0.351235256819971	-0.798252167324468	0.424724169691633	0.911981036219419	"chr1_171578150_171578169_enh-1004329_3"
"chr1_171578180_171578199_enh-1004329_5"	240.062967822013	-0.380949295919667	0.26161828441354	-1.45612642011481	0.145357675175405	0.784286732249689	"chr1_171578180_171578199_enh-1004329_5"
"chr1_171578185_171578204_enh-1004329_10"	82.5716804189526	-0.600770477036816	0.453037906185355	-1.3260931785938	0.184808835343205	0.820281085754659	"chr1_171578185_171578204_enh-1004329_10"
"chr1_171584330_171584349_enh-1004329_3"	176.239213198681	0.728371232315801	0.300612258926865	2.42295917976187	0.0153946564215594	0.424472349878568	"chr1_171584330_171584349_enh-1004329_3"
"chr1_171584367_171584386_enh-1004329_4"	127.163286761446	0.563635280530447	0.420820920999833	1.33937086395634	0.180449969645579	0.817011832540007	"chr1_171584367_171584386_enh-1004329_4"
"chr1_171584385_171584404_enh-1004329_1"	171.042099123991	-0.290214761176842	0.311001705050697	-0.93316131861571	0.350736683200293	0.893356937021902	"chr1_171584385_171584404_enh-1004329_1"
"chr1_171584387_171584406_enh-1004329_2"	214.410062970644	0.588596216012523	0.310943231986097	1.89293785959889	0.0583661337195338	0.628264277810702	"chr1_171584387_171584406_enh-1004329_2"
"chr1_171584395_171584414_enh-1004329_5"	97.098444164345	0.102165981840091	0.457676341912135	0.223227579151787	0.823358388382079	0.989408563138879	"chr1_171584395_171584414_enh-1004329_5"
