enhancerID	ctrl_1	ctrl_2	ctrl_3	krab_1	krab_2	krab_3	genes	gene1	gene2	X786O_baseMean	X786O_log2FoldChange	X786O_lfcSE	X786O_stat	X786O_pvalue	X786O_padj	X786O_enhancerID
chr1_232732138_232732157_enh-1006245_1	7.20737555612857	7.16936588329448	7.0302240395741	6.43190194934015	6.69485578123931	6.56561576106911	MAP10 (-208495), SIPA1L2 (-34844)	MAP10	SIPA1L2	121.545932022929	-1.02636891547483	0.495618625481014	-2.07088447186323	0.0383695936344628	0.373369155421698	chr1_232732138_232732157_enh-1006245_1
chr1_232901417_232901436_enh-1006257_10	7.66602576720661	7.82532394491497	7.03664815622346	6.28745698763365	6.49849656910575	6.79418172137096	SIPA1L2 (-204123), MAP10 (-39216)	SIPA1L2	MAP10	153.64268686354	-1.68134798877541	0.532611618794556	-3.15679930637028	0.00159511090356028	0.0902846560072183	chr1_232901417_232901436_enh-1006257_10
chr1_232902778_232902797_enh-1006257_12	6.70467997089791	5.9155873608862	6.37539019346055	5.82462763616191	5.90897661282019	5.41109387139488	SIPA1L2 (-205484), MAP10 (-37855)	SIPA1L2	MAP10	74.7839316278135	-1.47263722246596	0.73305178633969	-2.00891294436264	0.0445463669109772	0.392217907918009	chr1_232902778_232902797_enh-1006257_12
chr1_23719788_23719807_enh-1000849_2	7.94219320186828	8.17312203573121	8.13479952896787	7.39203802939423	6.819776214518	7.36987380926965	ZNF436 (-23863), TCEA3 (+31435)	ZNF436	TCEA3	221.087291684968	-1.31074208065168	0.440146326814046	-2.97796891806267	0.00290165408665852	0.118852136991405	chr1_23719788_23719807_enh-1000849_2
chr1_23719800_23719819_enh-1000849_7	6.89325648895044	6.83247872162865	7.23733706882428	5.7755974678462	5.12156106363561	6.3393353115842	ZNF436 (-23875), TCEA3 (+31423)	ZNF436	TCEA3	108.72840040025	-2.15403238652554	0.754251034756321	-2.85585605755443	0.00429209672640856	0.14263412544445	chr1_23719800_23719819_enh-1000849_7
chr1_23720993_23721012_enh-1000849_11	5.38241851065429	5.39530193430135	5.65815594424328	4.45678399868899	4.98070426769597	4.46231519301972	ZNF436 (-25068), TCEA3 (+30230)	ZNF436	TCEA3	42.4970096659882	-3.0496061242463	1.333969512704	-2.28611380935136	0.0222476013173808	0.293606846191649	chr1_23720993_23721012_enh-1000849_11
chr1_23720995_23721014_enh-1000849_15	5.82728275622357	6.11035652455951	6.48150565324931	5.219752048993	5.74442457806325	5.36831820255459	ZNF436 (-25070), TCEA3 (+30228)	ZNF436	TCEA3	65.0983245652465	-1.77832983167876	0.777543060612986	-2.28711427284399	0.0221891540110715	0.293606846191649	chr1_23720995_23721014_enh-1000849_15
chr1_23721149_23721168_enh-1000849_4	6.08139465200729	6.29550729216409	5.36385780192102	5.14831796530057	5.15758663652267	5.47141629136679	ZNF436 (-25224), TCEA3 (+30074)	ZNF436	TCEA3	58.5092493284696	-1.93166678797154	0.83727145585748	-2.30709738694394	0.0210493916017976	0.28644365238252	chr1_23721149_23721168_enh-1000849_4
chr1_23722011_23722030_enh-1000849_5	6.44632837132497	6.64965832432757	6.36858434947371	5.87759170807372	6.0676799154788	5.61879286038	ZNF436 (-26086), TCEA3 (+29212)	ZNF436	TCEA3	79.0333808776162	-1.39314087152346	0.643873440905962	-2.16368743143567	0.0304883462568222	0.334422438612421	chr1_23722011_23722030_enh-1000849_5
chr1_23722020_23722039_enh-1000849_13	4.8975659919142	5.36047324414808	4.91823558262984	4.40585635402621	4.40834426945312	4.6934890517337	ZNF436 (-26095), TCEA3 (+29203)	ZNF436	TCEA3	33.9233703104526	-3.21385448298901	1.40757912972954	-2.28324959862579	0.0224156700381943	0.293606846191649	chr1_23722020_23722039_enh-1000849_13
chr1_25282967_25282986_enh-1000914_2	6.40779552256771	6.61678507086253	6.09668448570269	5.08775193638239	5.8363620036437	5.51699954321569	RUNX3 (+8524), CLIC4 (+211129)	RUNX3	CLIC4	74.2932661868734	-2.02612433567868	0.784880623902879	-2.58144267290434	0.00983883306342901	0.203731165833204	chr1_25282967_25282986_enh-1000914_2
chr1_31918242_31918261_enh-1001175_19	6.053693572904	6.33674294573089	6.19023707883101	5.18405970871691	5.57994701261121	5.48965934710827	TINAGL1 (-123884), SERINC2 (+35840)	TINAGL1	SERINC2	64.6971804059506	-1.98590863792694	0.726061946474978	-2.73517796596903	0.00623465581144754	0.166378942639257	chr1_31918242_31918261_enh-1001175_19
chr1_31918302_31918321_enh-1001175_5	7.19755794094324	7.39843712250437	6.98596404692791	6.27995868979603	6.41620843793288	6.76050409639435	TINAGL1 (-123824), SERINC2 (+35900)	TINAGL1	SERINC2	125.428894480438	-1.24825855854693	0.529112598926474	-2.35915485868139	0.0183166104106526	0.267187804881409	chr1_31918302_31918321_enh-1001175_5
chr1_31918412_31918431_enh-1001175_7	6.09444268486706	6.27421713028435	6.09320473834346	5.47243530262608	5.54599394427064	5.51594276341408	TINAGL1 (-123714), SERINC2 (+36010)	TINAGL1	SERINC2	62.7949463907105	-1.69820315107518	0.671907341071183	-2.52743651880307	0.0114898593577529	0.222035228874194	chr1_31918412_31918431_enh-1001175_7
chr1_43523868_43523887_enh-1001568_6	8.33058625811501	7.90294865925226	7.78292588418093	7.50388423181986	6.86583195827913	7.00004510870057	SLC2A1 (-99377), EBNA1BP2 (+114363)	SLC2A1	EBNA1BP2	213.48360774331	-1.32916052911066	0.474132693740448	-2.80335135429044	0.0050574539457998	0.152453177745148	chr1_43523868_43523887_enh-1001568_6
chr1_46797198_46797217_enh-1001721_5	5.72715781244805	5.47657081388412	5.45967382776965	4.79428158788767	5.04145425686229	5.17115729156106	NSUN4 (-8641), UQCRH (+27905)	NSUN4	UQCRH	43.4941401943235	-1.86670944351507	0.891092113754323	-2.09485575587725	0.0361838169418697	0.362714945981239	chr1_46797198_46797217_enh-1001721_5
chr1_59508045_59508064_enh-1002134_9	7.45137800709999	7.14798551197385	7.12868076372532	6.30054033972906	6.19812582749978	6.75578710403046	JUN (-258270), FGGY (-254598)	JUN	FGGY	127.72643629311	-1.42482241872917	0.537152432544866	-2.65254764272181	0.00798868529706447	0.187853194132672	chr1_59508045_59508064_enh-1002134_9
chr1_59509230_59509249_enh-1002134_4	3.90829387466086	4.03432724752621	3.46701014506754	3.39158790442184	3.39323916262886	3.39299729170129	JUN (-259455), FGGY (-253413)	JUN	FGGY	15.2280469095596	-6.92440948580537	1.96177516771364	-3.52966517252609	0.000416085887464321	0.0403930937523434	chr1_59509230_59509249_enh-1002134_4
chr1_59509400_59509419_enh-1002134_4	7.386049119404	6.92119079783169	7.23179449901698	6.37143832980624	6.18545593978227	6.63517325749452	JUN (-259625), FGGY (-253243)	JUN	FGGY	123.21780238731	-1.40544222023766	0.534116604681877	-2.63133968859618	0.00850489811987859	0.193820497079451	chr1_59509400_59509419_enh-1002134_4
chr1_8265981_8266000_enh-1000208_4	5.43297660139651	5.0535767636423	4.56212029738517	4.19825008073113	4.20325519197687	4.61479035393265	ERRFI1 (-179623), SLC45A1 (-111895)	ERRFI1	SLC45A1	34.3539931160007	-3.12299159426591	1.44330885634166	-2.16377221032353	0.0304818359158766	0.334422438612421	chr1_8265981_8266000_enh-1000208_4
chr10_102101851_102101870_enh-1009386_1	5.28341699675551	5.12894139062938	5.15697360059923	4.64347584373633	4.69571562161614	4.83607759123241	PKD2L1 (-11618), SCD (-5020)	PKD2L1	SCD	33.949470094732	-1.9691654435214	0.921843046139236	-2.13611791266251	0.0326698040621543	0.34663168182642	chr10_102101851_102101870_enh-1009386_1
chr10_102105810_102105829_enh-1009386_4	6.77050484921594	6.4738590714379	6.26633309827036	4.77028612875113	5.39287955747266	5.80942578022797	SCD (-1061)	SCD	NA	81.1551573144054	-2.47541929915109	0.9693880779237	-2.5535895845275	0.010661884744489	0.211600357765244	chr10_102105810_102105829_enh-1009386_4
chr10_102107586_102107605_enh-1009386_3	7.7392637373686	7.53584188590569	7.18301894146953	6.47237833937704	6.79511213183696	7.14895843895275	SCD (+715)	SCD	NA	155.255888530505	-1.10087633438237	0.51881652334486	-2.12189913938152	0.0338462087437673	0.35310532870393	chr10_102107586_102107605_enh-1009386_3
chr10_124058671_124058690_enh-1009987_10	6.62310098903896	6.85183150215083	6.64203526434806	6.12696045665344	5.9520725075867	5.84134003045471	PLEKHA1 (-75531), TACC2 (+309972)	PLEKHA1	TACC2	89.5827456848981	-1.53178126235502	0.583427819338584	-2.62548546980765	0.00865255018315575	0.195919044890312	chr10_124058671_124058690_enh-1009987_10
chr10_124061418_124061437_enh-1009985_3	5.75418326736819	5.72161097239327	5.68250543815214	5.08936053146899	5.0246325678078	5.30956311475933	PLEKHA1 (-72784), TACC2 (+312719)	PLEKHA1	TACC2	47.6302061912542	-1.82557467611479	0.799334700011355	-2.28386766655927	0.0223793093907251	0.293606846191649	chr10_124061418_124061437_enh-1009985_3
chr10_124061489_124061508_enh-1009987_9	5.39619397557044	5.14618831039725	5.19200062746109	4.41645387934749	4.62402394925998	4.73674360544874	PLEKHA1 (-72713), TACC2 (+312790)	PLEKHA1	TACC2	35.7560798591934	-2.7923299330334	1.13696853229234	-2.4559430219265	0.0140515434598778	0.241619915365179	chr10_124061489_124061508_enh-1009987_9
chr10_124061490_124061509_enh-1009987_12	7.05976303107962	7.32996998107043	6.99568753538076	6.41078533005703	6.18803232887252	6.69016052090621	PLEKHA1 (-72712), TACC2 (+312791)	PLEKHA1	TACC2	119.968927089634	-1.24639371780495	0.536073455529566	-2.32504278088846	0.0200696727500306	0.278570025299535	chr10_124061490_124061509_enh-1009987_12
chr10_124070694_124070713_enh-1009985_2	8.66879813335219	7.83611718097672	7.97509637426567	7.59988640862748	7.22156305608072	7.12448295190659	PLEKHA1 (-63508), TACC2 (+321995)	PLEKHA1	TACC2	243.183132694289	-1.3225473817763	0.474503354815919	-2.78722451243653	0.00531616337174568	0.155684033753569	chr10_124070694_124070713_enh-1009985_2
chr10_126077414_126077433_enh-1010041_4	4.97180925978331	4.6602319874133	4.95237116930421	4.4798561275179	4.20540950652833	4.28857230429203	CHST15 (-225454), OAT (+30081)	CHST15	OAT	28.1715120904372	-2.86568603196185	1.24451830578397	-2.30264674986572	0.0212987265358495	0.287678483486146	chr10_126077414_126077433_enh-1010041_4
chr10_126078164_126078183_enh-1010041_16	7.80155443139926	7.69338540434682	7.47471623179415	6.1397514226397	6.94656847541673	6.70955821872355	CHST15 (-226204), OAT (+29331)	CHST15	OAT	164.293409570762	-1.65536758665448	0.519501096497868	-3.18645638635581	0.00144027201122876	0.0861286397108987	chr10_126078164_126078183_enh-1010041_16
chr10_14508657_14508676_enh-1007164_9	6.99045315977221	7.21015575687508	7.61225980352364	6.32944054741415	5.33703024429194	5.64418444271429	FRMD4A (-135784), CDNF (+371404)	FRMD4A	CDNF	129.126446279953	-2.57336042455143	0.659185887343066	-3.90384635648631	9.46758972403904e-05	0.0176342604209951	chr10_14508657_14508676_enh-1007164_9
chr10_14509073_14509092_enh-1007164_19	4.24680042549677	3.86376572980115	4.31992970198828	3.66140170334253	3.71807591874241	3.66312557626657	FRMD4A (-136200), CDNF (+370988)	FRMD4A	CDNF	18.317196480111	-5.25079153692178	1.68850466492538	-3.10972877125798	0.00187259209565852	0.0968604925510046	chr10_14509073_14509092_enh-1007164_19
chr10_33992629_33992648_enh-1007809_6	7.06726938209519	7.6761683303814	7.2567693687001	6.65822363789666	6.62348332384912	6.33131405262542	NRP1 (-367449)	NRP1	NA	137.325620518651	-1.40870956173198	0.517945648608129	-2.71980190492496	0.0065321035394701	0.168835019996073	chr10_33992629_33992648_enh-1007809_6
chr10_3507425_3507444_enh-1006778_3	8.06043424438551	7.5694198817583	7.61059742456088	7.36739753274103	6.53629279303054	6.72112181718888	PITRM1 (-292432), KLF6 (+320032)	PITRM1	KLF6	180.962090913194	-1.31335419079916	0.523573118848524	-2.50844465370487	0.0121263963371731	0.226775933365576	chr10_3507425_3507444_enh-1006778_3
chr10_3514530_3514549_enh-1006778_4	4.23081732045763	3.69752230443063	3.89885822968318	3.58898575671047	3.52320941099156	3.52295291903969	PITRM1 (-299537), KLF6 (+312927)	PITRM1	KLF6	16.3187184401902	-4.61978016337457	1.68831061771862	-2.73633306270216	0.0062128108726263	0.166378942639257	chr10_3514530_3514549_enh-1006778_4
chr10_3521904_3521923_enh-1006778_1	6.4261124632495	6.98335431068801	6.81543014298875	5.82178233792621	5.62182026841701	6.36406536760638	PITRM1 (-306911), KLF6 (+305553)	PITRM1	KLF6	94.4414475963187	-1.57246055970176	0.670842283625103	-2.34400931200175	0.0190776950781511	0.271917806495405	chr10_3521904_3521923_enh-1006778_1
chr10_45915185_45915204_enh-1008039_4	7.38177228369719	7.46553415139938	7.59196559689538	7.07758950386851	6.8997302249858	6.56626518042729	ALOX5 (+45520), MARCH8 (+175159)	ALOX5	MARCH8	152.746661182348	-1.0178385550495	0.477394688474902	-2.13206929113752	0.0330011506968064	0.348050630402845	chr10_45915185_45915204_enh-1008039_4
chr10_45919770_45919789_enh-1008039_3	5.85899890941719	5.55481444640467	5.87632672478374	4.619554041234	4.9784264437609	5.09087262989528	ALOX5 (+50105), MARCH8 (+170574)	ALOX5	MARCH8	50.1448318894355	-2.76739111730848	1.04284310975989	-2.65369842444052	0.00796149460229388	0.187681198760385	chr10_45919770_45919789_enh-1008039_3
chr10_48574621_48574640_enh-1008074_11	5.72942058362642	6.24547635661676	5.9467885929617	5.01116306595554	4.9343022470615	5.48980593032941	GDF10 (-135655), PTPN20B (+232308)	GDF10	PTPN20B	57.9861054373436	-2.2794807000212	0.861791344798621	-2.64504942382991	0.00816789859341787	0.189645992011768	chr10_48574621_48574640_enh-1008074_11
chr10_48574685_48574704_enh-1008074_5	5.66418219240228	6.34410066847496	5.91972882862251	5.54468786918142	5.15014267240476	5.48115445162726	GDF10 (-135719), PTPN20B (+232244)	GDF10	PTPN20B	59.0439132429324	-1.62926945007329	0.796819047929471	-2.04471699604437	0.0408827670263058	0.381619334816898	chr10_48574685_48574704_enh-1008074_5
chr10_5985797_5985816_enh-1006905_10	7.26905313719152	7.04336930345542	6.88973929303398	5.74841811632066	6.41313656743408	6.22983265192148	IL15RA (+33746), FBXO18 (+49458)	IL15RA	FBXO18	113.081728040079	-1.70446407501878	0.587749943823995	-2.89998168937161	0.00373184459577411	0.134104176277553	chr10_5985797_5985816_enh-1006905_10
chr10_5985899_5985918_enh-1006905_7	6.1358096687044	6.23821884470893	6.31919241710783	5.90399755469741	5.00958491878105	5.43791928542457	IL15RA (+33644), FBXO18 (+49560)	IL15RA	FBXO18	67.6640414392611	-1.73224058158203	0.860061669369808	-2.01408880697042	0.0440002104720584	0.390272370438855	chr10_5985899_5985918_enh-1006905_7
chr10_6218879_6218898_enh-1006918_5	7.40754536891125	6.93437175097642	7.30932026844348	6.58631328109584	4.86152249739793	6.06165990468429	PFKFB3 (-26005), RBM17 (+87580)	PFKFB3	RBM17	127.89493863901	-2.050854341145	0.901429888445625	-2.27511242685926	0.0228991863858089	0.297160346543081	chr10_6218879_6218898_enh-1006918_5
chr10_6244178_6244197_enh-1006918_3	5.52813407643223	5.99786505359445	5.99367739195683	5.1425886065909	5.40126741690288	5.29505177103379	PFKFB3 (-706)	PFKFB3	NA	52.968232334262	-1.69868745745224	0.78732932406476	-2.15753104264223	0.0309643110808797	0.337847386814355	chr10_6244178_6244197_enh-1006918_3
chr10_73620040_73620059_enh-1008575_5	6.78099353430211	7.05660310505917	7.50363331327369	6.1867553385286	6.36886359455771	5.91191704501576	CHST3 (-104073), PSAP (-8924)	CHST3	PSAP	118.616402091259	-1.81133809811092	0.577301180802141	-3.13759638529429	0.00170339258643923	0.0913092486878664	chr10_73620040_73620059_enh-1008575_5
chr10_73620665_73620684_enh-1008575_4	6.89060482984095	6.50330858520969	6.59784946604842	6.17896416931084	5.9602671844709	5.76964220474392	CHST3 (-103448), PSAP (-9549)	CHST3	PSAP	88.4708666419753	-1.46106223609997	0.613132666651567	-2.38294632722655	0.0171746981917008	0.261281738426779	chr10_73620665_73620684_enh-1008575_4
chr10_73625276_73625295_enh-1008575_2	5.37042841938458	4.73189996577747	5.57660341697228	4.62389684535864	4.33802532242811	4.58680945230751	CHST3 (-98837), PSAP (-14160)	CHST3	PSAP	38.3427566138829	-3.03834261184755	1.15955175368733	-2.62027339632383	0.00878592990066731	0.196304622887068	chr10_73625276_73625295_enh-1008575_2
chr10_73628021_73628040_enh-1008575_12	2.06041501599482	2.08766323011649	2.09838206766426	1.97409998584467	1.97440554712514	1.9743606640114	CHST3 (-96092), PSAP (-16905)	CHST3	PSAP	4.2031615272189	-5.06722582503268	2.49451851194694	-2.03134424569885	0.0422200859673661	0.384439763583203	chr10_73628021_73628040_enh-1008575_12
chr10_73631272_73631291_enh-1008576_5	6.8374026829946	6.68904227909325	5.94623656924336	6.07939315964162	5.04315469727237	4.95007376181602	CHST3 (-92841), PSAP (-20156)	CHST3	PSAP	85.1901757281383	-2.21209741834154	0.911184487647614	-2.42771628394648	0.015194224210192	0.25010626206603	chr10_73631272_73631291_enh-1008576_5
chr10_82188416_82188435_enh-1008927_15	6.61295636673336	7.05922047327448	6.47946171234916	5.29248110202916	6.16294626467251	6.26066853013981	TSPAN14 (-25496), FAM213A (+8672)	TSPAN14	FAM213A	94.6438561290997	-1.5115679131182	0.746596613877084	-2.02461126265844	0.0429072968527724	0.38649824263395	chr10_82188416_82188435_enh-1008927_15
chr10_94352448_94352467_enh-1009167_3	5.92328171679398	6.47675541398851	5.95367015351026	4.772796639387	5.42874079265448	5.07391211136061	KIF11 (-585)	KIF11	NA	64.2514406474785	-2.70348182441857	0.894283408864715	-3.02307053627509	0.00250223912235999	0.110573857131098	chr10_94352448_94352467_enh-1009167_3
chr10_99629847_99629866_enh-1009318_8	6.92837922526132	7.03584545787159	7.03330215877601	6.20804930625776	6.63975267822851	6.2095099588493	GOLGA7B (+19861), CRTAC1 (+160728)	GOLGA7B	CRTAC1	110.183829677807	-1.17874643599776	0.544255225182878	-2.16579718752665	0.0303266883654131	0.334422438612421	chr10_99629847_99629866_enh-1009318_8
chr10_99630060_99630079_enh-1009318_23	3.22727257970286	3.07568853547247	3.08385997764499	2.91357923409332	2.91420939719449	2.91411685988269	GOLGA7B (+20074), CRTAC1 (+160515)	GOLGA7B	CRTAC1	8.81367998710685	-6.13604025634219	2.11184171850047	-2.90553984353483	0.00366620169091523	0.133971878079929	chr10_99630060_99630079_enh-1009318_23
chr10_99630131_99630150_enh-1009318_14	6.58180559735061	6.83066149443866	6.09863357083755	5.62241962534371	5.68831267984756	5.79604654933731	GOLGA7B (+20145), CRTAC1 (+160444)	GOLGA7B	CRTAC1	80.9967099508569	-1.87674669813931	0.657979168874905	-2.85228892785224	0.00434056280222488	0.143471310425283	chr10_99630131_99630150_enh-1009318_14
chr10_99630200_99630219_enh-1009318_5	7.3544614019223	7.53174744276336	7.65329422161835	6.67074157163874	7.12982337364915	6.88399922989904	GOLGA7B (+20214), CRTAC1 (+160375)	GOLGA7B	CRTAC1	156.78789049241	-1.00299807491117	0.470823991624399	-2.13030366496556	0.03314655117929	0.34898704482448	chr10_99630200_99630219_enh-1009318_5
chr11_107711937_107711956_enh-1012715_15	6.79487385684668	7.13634668054082	7.09762431908587	6.10745287362277	6.4477908986523	6.40324581643156	SLN (-121528), SLC35F2 (+17967)	SLN	SLC35F2	110.63549431206	-1.29872430195478	0.541012744954488	-2.40054289675567	0.0163707718490098	0.255926378009803	chr11_107711937_107711956_enh-1012715_15
chr11_126009747_126009766_enh-1013211_16	7.94316213292207	7.5268672004826	7.40043952319676	6.66998472094434	6.96544305170025	7.21192899753101	CDON (-76570), RPUSD4 (+71830)	CDON	RPUSD4	169.851186920794	-1.09051698395869	0.489256532697918	-2.22892677169834	0.0258187775021546	0.313789264915138	chr11_126009747_126009766_enh-1013211_16
chr11_126009853_126009872_enh-1013211_6	5.89582406373063	6.00373156477121	5.6820810966457	4.705644585376	5.31341697203275	5.17824254642371	CDON (-76676), RPUSD4 (+71724)	CDON	RPUSD4	53.3098582023635	-2.28243629039898	1.05005770759106	-2.17362938617451	0.0297329796637061	0.330846485806708	chr11_126009853_126009872_enh-1013211_6
chr11_126016349_126016368_enh-1013211_9	6.87684721911048	6.70980343788532	6.71476941484279	6.0821955728818	6.33351411629129	5.95178307021328	CDON (-83172), RPUSD4 (+65228)	CDON	RPUSD4	94.2624610161187	-1.29055019085803	0.574055221302596	-2.24812900042895	0.0245679653371102	0.307674865433061	chr11_126016349_126016368_enh-1013211_9
chr11_126018262_126018281_enh-1013211_11	6.86797024623994	7.3452832986556	6.91164163175966	6.17950876130969	6.27937562726205	6.38510665807024	CDON (-85085), RPUSD4 (+63315)	CDON	RPUSD4	112.802812181942	-1.45754611934136	0.539965917332932	-2.69932985129999	0.00694792740058942	0.173754557650846	chr11_126018262_126018281_enh-1013211_11
chr11_126020223_126020242_enh-1013211_7	7.06993977645903	7.49221797608431	8.10168646123101	6.46323472401521	7.18307159657802	7.04800741067641	CDON (-87046), RPUSD4 (+61354)	CDON	RPUSD4	170.67213601631	-1.11576090090102	0.564150211640487	-1.97777272414117	0.0479543518464876	0.40476478384699	chr11_126020223_126020242_enh-1013211_7
chr11_126032311_126032330_enh-1013212_4	7.91236983398886	7.66592806873047	7.75543949434656	6.65752576873868	7.02576671651134	6.82994380441548	CDON (-99134), RPUSD4 (+49266)	CDON	RPUSD4	177.707987179152	-1.49576494168795	0.442946911376053	-3.37684924146152	0.000733212252440854	0.0591789740208517	chr11_126032311_126032330_enh-1013212_4
chr11_126032600_126032619_enh-1013212_15	6.4790194478401	6.9301594402702	6.88059149888331	5.30571631953386	5.7244558339449	5.54188273369072	CDON (-99423), RPUSD4 (+48977)	CDON	RPUSD4	92.6236257772637	-2.64955579962462	0.633009085761155	-4.18565208497551	2.84348604307215e-05	0.0100163826928676	chr11_126032600_126032619_enh-1013212_15
chr11_126033577_126033596_enh-1013212_9	5.14578577256745	5.03233596568693	5.34142135125744	4.3323139775273	4.73243371562697	4.336351582258	CDON (-100400), RPUSD4 (+48000)	CDON	RPUSD4	34.7838685377975	-3.10973994497673	1.38200142486748	-2.25017130157802	0.0244380733005779	0.307520576878167	chr11_126033577_126033596_enh-1013212_9
chr11_61792770_61792789_enh-1011487_16	7.14600545573179	6.81718581794577	6.41335594916711	6.2861631734706	6.19850806506824	5.78947075393694	INCENP (-98665), FTH1 (-57648)	INCENP	FTH1	98.91508225833	-1.42731410785172	0.630843877277974	-2.26254729460233	0.0236636102557434	0.302521365651485	chr11_61792770_61792789_enh-1011487_16
chr11_61792787_61792806_enh-1011487_13	7.27655205765927	7.20956337174028	7.63232042828444	6.25893966850873	6.49693456512564	7.03963017626681	INCENP (-98648), FTH1 (-57665)	INCENP	FTH1	141.979258868718	-1.25008683202142	0.549129674750617	-2.27648748465313	0.0228168488327462	0.29673937685541	chr11_61792787_61792806_enh-1011487_13
chr11_66750796_66750815_enh-1011717_18	4.05806076968882	4.32570374498808	4.26906738451616	3.71693590139873	3.71886500487841	3.71858235868792	PC (-24959), SYT12 (-23443)	PC	SYT12	18.706776634091	-7.22114961028972	1.77104928329339	-4.07732843936534	4.55561205573082e-05	0.0131158247185308	chr11_66750796_66750815_enh-1011717_18
