"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"chr1_110075339_110075358_enh-1003163_7"	61.3231697969506	-0.189015173609963	1.01413846397199	-0.186380046043873	0.852146739214287	0.967656980528486
"chr1_110075362_110075381_enh-1003163_5"	132.576563509426	-0.0939053289373483	0.521403129927071	-0.180101199144092	0.857073121221691	0.9688945713166
"chr1_110075363_110075382_enh-1003163_13"	70.2779949084988	0.085114383328035	0.907051395182388	0.0938363402339736	0.925239163700369	0.983541278719882
"chr1_110075364_110075383_enh-1003163_35"	109.539556264514	-0.0524470561699648	0.734187729545515	-0.071435484494451	0.943051169192927	0.987238503775428
"chr1_110075371_110075390_enh-1003163_2"	38.662945423082	0.126413466146269	1.35475361197189	0.0933110382796985	0.925656463065637	0.983541278719882
"chr1_110075373_110075392_enh-1003163_27"	316.42621351264	0.579581008656751	0.42004474775873	1.37980777464609	0.167645838208274	0.628800713170929
"chr1_110075375_110075394_enh-1003163_14"	364.945002638302	0.624707517477439	0.387004934487254	1.61421072913481	0.10648172556136	0.534375462071652
"chr1_110075376_110075395_enh-1003163_18"	317.593821103398	0.387459070487082	0.45750325728866	0.846899042387836	0.397051396294564	0.808590165484278
"chr1_110075398_110075417_enh-1003163_15"	230.479411765308	0.203322727549062	0.515717633321282	0.394252037184845	0.693394970225884	0.92415406118218
"chr1_110075399_110075418_enh-1003163_10"	342.09381417008	-0.201486823322971	0.418049793912672	-0.481968479011045	0.629828338362406	0.902546273546849
"chr1_110075402_110075421_enh-1003163_4"	172.801946555826	0.572623680428588	0.429554572474389	1.33306386923103	0.182510844986211	0.64890307655866
"chr1_110075403_110075422_enh-1003163_22"	77.9436414925639	-1.11734105056882	1.01984378958724	-1.09560019090868	0.273253778133733	0.728341792282399
"chr1_110075406_110075425_enh-1003163_29"	111.645612057214	0.348062024333853	0.626639182464999	0.555442484404962	0.578592040246392	0.887386318454311
"chr1_110075407_110075426_enh-1003163_31"	252.062700882871	0.479789997832105	0.59107972432129	0.811717908921721	0.416953515675755	0.818298733743163
"chr1_110075411_110075430_enh-1003163_8"	297.760601687838	0.198498669674392	0.501991003789415	0.395422762910034	0.692530912631845	0.92415406118218
"chr1_110075412_110075431_enh-1003163_19"	227.999295548503	0.38339925350313	0.569094850287944	0.673700092891618	0.500502002806886	0.853464820354244
"chr1_110075413_110075432_enh-1003163_2"	148.610248792272	-0.432044207313719	0.463799506130789	-0.931532271170389	0.351578299402552	0.780588664385749
"chr1_110075414_110075433_enh-1003163_3"	192.484222491834	0.826513978194129	0.649133136494088	1.27325802940528	0.202926494770028	0.666587827766395
"chr1_110075414_110075433_enh-1003163_5"	629.872556802375	1.24076008019354	0.431389896004518	2.87619179699227	0.00402505055990989	0.136707571220741
"chr1_110075415_110075434_enh-1003163_6"	121.017829968207	0.0698164524453938	0.528484177065897	0.132106987257422	0.894899669322136	0.975421101073559
"chr1_110075428_110075447_enh-1003163_1"	226.362841135768	0.214398993970386	0.574588534410859	0.373134828021264	0.709048098478279	0.931161477450548
"chr1_110075431_110075450_enh-1003163_4"	255.714295566502	0.920865441976941	0.616431312079278	1.49386545415868	0.135210789370671	0.584634986280251
"chr1_110075432_110075451_enh-1003163_32"	94.5293469649002	0.976319555055799	0.798636307435431	1.22248330806665	0.221524912346646	0.686398754541794
"chr1_110075433_110075452_enh-1003163_39"	93.702260089153	-0.226921907895967	0.759250607947817	-0.298876162258619	0.765034536009209	0.945364599664767
"chr1_110075437_110075456_enh-1003163_22"	104.645078554393	0.296102101122944	0.731161686427254	0.404974859349942	0.685495990912681	0.922952940041766
"chr1_110075445_110075464_enh-1003163_34"	157.582676772349	-0.917514637416855	0.48323802704052	-1.89868053852459	0.057606491890587	0.434126184913843
"chr1_110075446_110075465_enh-1003163_20"	143.965401818433	0.127488150498284	0.559102788173848	0.228022741425934	0.819628561084326	0.958480120058685
"chr1_110075451_110075470_enh-1003163_38"	136.589173516478	2.11278910811898	0.775556707799876	2.72422259632388	0.00644530499020817	0.168835019996073
"chr1_154959426_154959445_enh-1003792_11"	546.797921456267	1.21398904980874	0.559906112784254	2.16820110030933	0.0301433891439854	0.333906419367652
"chr1_154959427_154959446_enh-1003792_9"	305.467406181606	0.273160636806869	0.474614346978868	0.575542308288105	0.56492458571796	0.880984862460017
"chr1_154959438_154959457_enh-1003792_1"	30.7817667079791	-2.9006719507164	1.18977378351576	-2.43800291358325	0.014768654971592	0.24670903531482
"chr1_154959439_154959458_enh-1003792_2"	69.2522374685218	0.58220502419197	0.794440920164011	0.732848736029075	0.463650692657786	0.838420268374574
"chr1_154959440_154959459_enh-1003792_8"	312.043647082513	0.386908278757829	0.384777353103065	1.00553807451914	0.314637825324647	0.753591272273823
"chr1_154959465_154959484_enh-1003792_6"	76.5892997385284	0.614298836257509	2.11756788215887	0.290096407974997	0.771742483723053	0.947189001301607
"chr1_154959469_154959488_enh-1003792_4"	179.890476248911	0.346247740841681	0.486182815159404	0.712176017015653	0.47635578618287	0.843676574173372
"chr1_154959485_154959504_enh-1003792_3"	169.678220393219	0.657620680276517	0.505730654618383	1.30033778706325	0.193485222401944	0.660066216655663
"chr1_154959486_154959505_enh-1003792_7"	131.543193357668	0.436648676537104	0.55194035180867	0.79111569774929	0.428876479608713	0.82445296853441
"chr1_154959493_154959512_enh-1003792_10"	92.1006302138097	1.82013480321546	0.957463303787832	1.90099693222164	0.0573024144417537	0.43364449371188
"chr1_154959520_154959539_enh-1003792_5"	242.24661588952	1.01846697831603	0.585285783183005	1.74011911373828	0.0818381046886055	0.488625107094133
"chr1_154959698_154959717_enh-1003792_2"	335.477246714813	-0.211404614925061	0.441576746034402	-0.478749428776738	0.632116897245292	0.903314575363768
"chr1_154959703_154959722_enh-1003792_10"	81.3110625734297	0.0850932113241898	1.065666034856	0.0798497920933439	0.936356722356546	0.985404245782409
"chr1_154959747_154959766_enh-1003792_18"	248.49092510318	-0.0176763667859248	0.433144413607483	-0.0408094072799082	0.96744783968306	0.992381322390844
"chr1_154959748_154959767_enh-1003792_19"	288.124009109605	1.09442099777833	0.461389968252952	2.37200865446283	0.0176916763125804	0.265240303103171
"chr1_154959793_154959812_enh-1003792_17"	91.824135474728	1.76436469981992	0.62662479658954	2.81566371044144	0.00486765895328894	0.150508769448701
"chr1_154959798_154959817_enh-1003792_7"	137.862126992545	1.21046409902276	0.529908695658128	2.28428804611219	0.0223546079677548	0.293606846191649
"chr1_154959799_154959818_enh-1003792_8"	87.6470503171816	0.125736229866785	0.70027194146129	0.179553431206176	0.857503166899247	0.968944784593604
"chr1_154959803_154959822_enh-1003792_6"	300.369842041566	-0.694434060899655	0.52074365632171	-1.33354300617853	0.182353672147114	0.648842257980308
"chr1_154959818_154959837_enh-1003792_4"	253.01473881178	0.407297633710691	0.661234835965431	0.615965178416559	0.537917502196255	0.870453456434916
"chr1_154959819_154959838_enh-1003792_12"	289.695097808659	-0.0234498096077485	0.443377366839201	-0.0528890542494763	0.957820305634472	0.990128716082082
"chr1_154959825_154959844_enh-1003792_15"	180.126559945105	0.510072872513114	0.709223819011229	0.719198733658208	0.472018479546963	0.841991887681914
"chr1_154959831_154959850_enh-1003792_3"	179.619682594676	-0.536465656012747	0.44517503752145	-1.2050667957475	0.228177516834549	0.689958688224462
"chr1_154959832_154959851_enh-1003792_11"	240.358047136799	0.204302791353305	0.476157695132462	0.429065398799174	0.667875632054972	0.915067621495591
"chr1_154959833_154959852_enh-1003792_5"	149.512820887085	0.171395184623949	0.536356204544711	0.31955477194384	0.749305864635149	0.941971897314311
"chr1_154959834_154959853_enh-1003792_1"	163.704046625527	0.155831702768841	0.584411465765019	0.266647237259198	0.789740781877696	0.951178796405175
"chr1_154959838_154959857_enh-1003792_14"	149.892240350682	0.354645575422337	0.457873052870137	0.774550005070776	0.438605609183795	0.827034586992453
"chr1_154959839_154959858_enh-1003792_13"	291.185480444592	0.0263479538872672	0.535035906818826	0.0492452068197156	0.960723885114382	0.991110767264263
"chr1_154959840_154959859_enh-1003792_9"	284.123059148331	1.17978371614267	0.46373828893557	2.54407225862384	0.010956841588565	0.215106528575507
"chr1_154959844_154959863_enh-1003792_16"	244.870584863775	-0.00954025099854701	0.509744844182066	-0.0187157380941346	0.985067873270451	0.9976917612381
"chr1_154959857_154959876_enh-1003792_17"	56.3741035554467	0.534188668377352	0.94700944683088	0.564079556085726	0.57269999067072	0.885988226016148
"chr1_154959887_154959906_enh-1003792_5"	524.740524704182	-0.0136825304729189	0.40411031390889	-0.0338584045048742	0.972990062551417	0.992630644586505
"chr1_154959894_154959913_enh-1003792_10"	176.442596758077	0.684273552657583	0.737544557433454	0.927772492876571	0.35352559547919	0.782376066534362
"chr1_154959897_154959916_enh-1003792_7"	179.823867310635	0.676458286716743	0.491832866189373	1.37538243826162	0.169012910631354	0.630386125268331
"chr1_154959899_154959918_enh-1003792_16"	197.078377234321	0.183121626540922	0.451595547716717	0.40549918498265	0.685110617393566	0.922736206437604
"chr1_154959936_154959955_enh-1003792_15"	130.31787907223	-0.400666289846127	0.633912459962365	-0.632053028063078	0.527352227104947	0.863558037130778
"chr1_154959968_154959987_enh-1003792_13"	337.851625320563	0.238496698541051	0.411311098160953	0.57984503605036	0.562019123964768	0.878551258952913
"chr1_154959982_154960001_enh-1003792_9"	144.226061354584	-0.747821541539367	0.658260590067019	-1.13605698536993	0.255932715766487	0.715996018308377
"chr1_154959991_154960010_enh-1003792_1"	130.627100775675	-0.495181884174278	0.502755118827295	-0.984936533971685	0.324655246452872	0.759664933292363
"chr1_171560603_171560622_enh-1004329_3"	234.066194230429	0.581954933998383	0.595707500046149	0.976913894744149	0.328611782300321	0.762842151003701
"chr1_171560610_171560629_enh-1004329_4"	316.85354219055	1.46788407023906	0.577700149740085	2.54090997016268	0.0110564385475459	0.216372747385228
"chr1_171560622_171560641_enh-1004329_5"	319.88836520377	0.136929915328805	0.448033759005197	0.305624102149893	0.759890867157602	0.944718505798202
"chr1_171560655_171560674_enh-1004329_6"	368.576090016119	0.292713820569527	0.517600719017688	0.565520506086321	0.571719780558836	0.885561949238395
"chr1_171560659_171560678_enh-1004329_1"	290.962938053743	0.501389653280023	0.47236885611466	1.06143672850083	0.288491472804496	0.735686020882831
"chr1_171560661_171560680_enh-1004329_2"	275.447535065018	0.340004199008224	0.393271195676227	0.864554034839976	0.387283610399381	0.802140829227117
"chr1_171560742_171560761_enh-1004329_1"	28.1728051519389	-1.88119136981798	1.27266986367267	-1.47814560831137	0.139368808743999	0.588761933842206
"chr1_171564278_171564297_enh-1004329_6"	325.786073043973	0.429109443736265	0.507506365675742	0.845525244131485	0.39781764420626	0.808590165484278
"chr1_171564288_171564307_enh-1004329_5"	281.02679114316	0.0524486407164086	0.550604109956897	0.0952565368981979	0.924111064144985	0.98345837806159
"chr1_171564331_171564350_enh-1004329_7"	209.500777815629	1.04244861853179	0.648735793592001	1.6068924033925	0.108077973135257	0.537914463384357
"chr1_171564348_171564367_enh-1004329_1"	199.77761350849	0.776682618459079	0.639842328105892	1.21386564211573	0.224799034851121	0.6889255035246
"chr1_171564380_171564399_enh-1004329_2"	239.45348835489	-0.454017782870202	0.464455766594197	-0.977526420221809	0.328308604459635	0.76256410425333
"chr1_171564412_171564431_enh-1004329_3"	365.811475810117	0.459519978198929	0.602474081075766	0.762721571985999	0.445629462625064	0.829385369792944
"chr1_171564432_171564451_enh-1004329_4"	65.8287222466562	0.0411989322456543	0.884897062319916	0.0465578811366419	0.962865601586745	0.991551417642157
"chr1_171565278_171565297_enh-1004329_2"	292.947795922981	1.2757046300575	0.403753218054645	3.15961476716909	0.00157977867600733	0.0901717189652519
"chr1_171565282_171565301_enh-1004329_3"	298.538901014937	-0.365463882115502	0.379274017311862	-0.963587974482826	0.335252538257688	0.76982288545916
"chr1_171565312_171565331_enh-1004329_4"	204.159993019939	0.481057556052083	0.479287778419132	1.00369251567146	0.315526845662239	0.753591272273823
"chr1_171565427_171565446_enh-1004329_1"	121.954053919396	-0.962853653187973	0.608020151201743	-1.58358839141253	0.113287417346157	0.545380932628182
"chr1_171565989_171566008_enh-1004329_3"	242.178503645106	-0.0821918290373759	0.555346009660224	-0.148001115714621	0.882341887727238	0.974259950933363
"chr1_171566015_171566034_enh-1004329_5"	254.373403478375	0.0192823784352106	0.419120736135975	0.0460067392822931	0.963304878428581	0.991551417642157
"chr1_171566022_171566041_enh-1004329_4"	218.173333746133	0.00138525426721237	0.456481596870357	0.00303463332741055	0.997578716636628	0.999293663351178
"chr1_171566138_171566157_enh-1004329_6"	246.203055705742	0.358399343100699	0.413263334024837	0.86724205510852	0.385809398085161	0.801186469427649
"chr1_171566146_171566165_enh-1004329_1"	428.362316127372	0.581723009277739	0.595132907426137	0.977467389248573	0.328337814743201	0.76256410425333
"chr1_171566153_171566172_enh-1004329_2"	271.122210414616	0.128409946643222	0.40126162327267	0.320015519041958	0.748956566201295	0.941971897314311
"chr1_171567092_171567111_enh-1004329_3"	71.9026742232023	-1.55138791882584	0.696093805395959	-2.22870525035539	0.0258335226960374	0.313789264915138
"chr1_171567093_171567112_enh-1004329_2"	117.26756399578	-0.223569762767482	0.666577600291788	-0.335399453371395	0.737323780249386	0.939003565983047
"chr1_171567094_171567113_enh-1004329_1"	216.06795770228	-0.246849718482759	0.530499385232474	-0.465315748433121	0.641705358597559	0.907018726045964
"chr1_171568786_171568805_enh-1004329_1"	83.3141875567035	0.834658527501958	0.700453608479042	1.19159715561224	0.23341924085295	0.695361791490531
"chr1_171576324_171576343_enh-1004329_1"	210.767101368431	0.312418075613016	0.464844713844523	0.672091273296722	0.501525591754212	0.853901319160328
"chr1_171577970_171577989_enh-1004329_9"	57.5566493990491	-1.50559575032214	0.720373926407895	-2.09001977324431	0.036616023518487	0.364918716376225
"chr1_171578023_171578042_enh-1004329_8"	75.7076791196411	-0.489942765749789	0.628358259296306	-0.779718828393332	0.435556393755033	0.826560923851547
"chr1_171578028_171578047_enh-1004329_2"	19.2162527062072	-1.71327780969324	1.6638434972157	-1.02971091485483	0.303145730305355	0.744444917255115
"chr1_171578033_171578052_enh-1004329_6"	85.1722402844845	-0.297839530466593	0.986892434410325	-0.301795332583084	0.762808089136432	0.945364599664767
"chr1_171578036_171578055_enh-1004329_5"	193.053776616567	-0.145415458547367	0.51366531307654	-0.283093786645661	0.777104944402145	0.948208757884008
"chr1_171578065_171578084_enh-1004329_3"	195.250195534663	-0.145559539810759	0.74920564521213	-0.194285161545393	0.845952603638119	0.966702164264934
"chr1_171578068_171578087_enh-1004329_4"	503.788483565025	1.22684990692035	0.59935426397337	2.04695283017936	0.0406627161628463	0.380661068771247
"chr1_171578081_171578100_enh-1004329_7"	210.635267068867	0.33147811426359	0.562795332985062	0.588985186684888	0.555871210745855	0.876985609214915
"chr1_171578086_171578105_enh-1004329_1"	202.246317599536	-0.28305165726221	0.481139296415754	-0.588294615240956	0.556334559306824	0.876988325622593
"chr1_171578107_171578126_enh-1004329_9"	67.5704885600511	-2.74246090636431	0.802871406957401	-3.41581588607978	0.000635912263507733	0.0540700848054265
"chr1_171578112_171578131_enh-1004329_15"	38.8826116222751	0.0910740545491873	0.888068897010445	0.10255291549538	0.918317813715237	0.981884194885304
"chr1_171578117_171578136_enh-1004329_1"	245.867179840632	0.108091794090111	0.465791298457694	0.232060569718713	0.816490969737788	0.957165779196256
"chr1_171578120_171578139_enh-1004329_2"	221.837272111603	0.525219772090117	0.603435177430125	0.870383086261051	0.384091086720893	0.80004375877376
"chr1_171578124_171578143_enh-1004329_11"	169.975907301097	0.14420745753162	0.594700936005153	0.242487355914252	0.808402553075703	0.956648198773353
"chr1_171578141_171578160_enh-1004329_12"	179.711012679199	0.793393945574137	0.510327291182612	1.5546766933345	0.120023088070543	0.559034625168768
"chr1_171578150_171578169_enh-1004329_3"	254.73232085552	0.12078765871276	0.415285904088738	0.290854222412881	0.7711628135806	0.94716739675585
"chr1_171578180_171578199_enh-1004329_5"	463.139318092131	0.490392577375416	0.500476388656329	0.979851574400969	0.327159389676849	0.761621622984492
"chr1_171578185_171578204_enh-1004329_10"	131.752790863596	0.328788611026264	0.536083901878341	0.613315583389555	0.539667691358405	0.870711164256259
"chr1_171584330_171584349_enh-1004329_3"	342.058081170688	0.766399237106734	0.406211586000708	1.88669960069873	0.0592007414248708	0.437267830394236
"chr1_171584367_171584386_enh-1004329_4"	229.628117292268	-0.322584881617842	0.661299727668323	-0.487804346684436	0.625688432282919	0.901428273598489
"chr1_171584385_171584404_enh-1004329_1"	337.309720656357	0.91255002113544	0.456903984136759	1.99724680199396	0.0457983791801077	0.395739394147215
"chr1_171584387_171584406_enh-1004329_2"	333.167765390482	0.0206999868402662	0.358540740162835	0.0577339881399952	0.953960520217538	0.989321284632168
"chr1_171584395_171584414_enh-1004329_5"	89.3484982676039	-1.05057943815572	0.605916985056907	-1.73386695548244	0.0829416922105984	0.488960669441622
"chr1_171586682_171586701_enh-1004329_2"	190.342796817873	0.396650044813665	0.463319753980496	0.856104324078449	0.391940077078784	0.804875304205648
"chr1_171586709_171586728_enh-1004329_1"	209.832766241364	-0.0311814323270217	0.451592929453925	-0.0690476539673172	0.944951687603082	0.987534741075446
"chr1_171586714_171586733_enh-1004329_3"	217.809384922867	0.322132559734057	0.708963276290931	0.454371291866274	0.649561611468515	0.908954444660826
"chr1_17517093_17517112_enh-1000609_10"	224.764167147005	-0.264056975141317	0.498606808103868	-0.529589590133132	0.596396513438179	0.893999479727274
"chr1_17517145_17517164_enh-1000609_2"	222.375462630682	0.394542490218222	0.395415092068267	0.997793200442906	0.318379648026141	0.754429547651744
"chr1_17517146_17517165_enh-1000609_8"	257.13462401933	0.237024405204074	0.411882632811148	0.575465888392413	0.56497625426597	0.880984862460017
"chr1_17517151_17517170_enh-1000609_3"	749.676418900063	0.0704249786247588	0.370782531356122	0.189936074839293	0.84935922335393	0.967356313210168
"chr1_17517152_17517171_enh-1000609_7"	266.983993160906	-0.168862043531045	0.548946604212581	-0.307611054035509	0.758378307917125	0.944424619807298
"chr1_17517186_17517205_enh-1000609_5"	186.035848587981	0.856853019088141	0.503709771493048	1.7010847666273	0.0889270709783325	0.503158264383599
"chr1_17517189_17517208_enh-1000609_1"	277.625091407721	0.0438096819330707	0.443923383918402	0.0986874841923699	0.921386406519537	0.982740828165347
"chr1_17517216_17517235_enh-1000609_6"	85.0923679779422	-0.208601706362862	0.638175875753376	-0.326871814320159	0.743764840018292	0.940114487654861
"chr1_17517247_17517266_enh-1000609_4"	90.7639474293837	-0.232772320126617	0.807837205172878	-0.288142609223851	0.773237577618983	0.947625947516611
"chr1_17517252_17517271_enh-1000609_9"	49.2305761302236	0.312850638993896	0.865418173399131	0.361502275558996	0.717724004191464	0.9331244593142
"chr1_17517254_17517273_enh-1000609_7"	88.4321364023819	0.282992007258482	0.622273136956565	0.454771370402632	0.64927372909735	0.908954444660826
"chr1_17517540_17517559_enh-1000609_1"	274.402961749367	1.05272104861503	0.435783234825863	2.4156988256689	0.015705045553516	0.251566282288087
"chr1_17517545_17517564_enh-1000609_2"	52.0489573616375	0.144321708513545	0.886344154398143	0.162828070560858	0.870653806097717	0.973366954604529
"chr1_17521257_17521276_enh-1000609_4"	101.608916012955	0.375300243349689	0.676747887203836	0.554564336950266	0.579192688056067	0.887394886422673
"chr1_17521259_17521278_enh-1000609_1"	274.71587537012	0.407281235308039	0.688962039975912	0.591151923729033	0.55441863197493	0.876746812141
"chr1_17521260_17521279_enh-1000609_2"	138.736802252301	-0.452559253128493	0.850125811462926	-0.532343856669536	0.594487862329228	0.89390104193962
"chr1_17521261_17521280_enh-1000609_3"	348.974856047916	0.221704797410738	0.402482105457245	0.5508438621361	0.581740713272766	0.888498373444708
"chr1_17521262_17521281_enh-1000609_7"	330.927683724071	1.02039834975592	0.535561361322929	1.90528746740683	0.0567427136737645	0.432296400677961
"chr1_17521270_17521289_enh-1000609_5"	224.601748501442	-0.955499915325793	0.412429353678772	-2.31676020827073	0.0205167977572629	0.28222893634919
"chr1_17521271_17521290_enh-1000609_6"	257.779362547172	0.350845344372508	0.532582053902589	0.65876298647622	0.510047979008559	0.857582749858458
"chr1_17521278_17521297_enh-1000609_9"	177.650983074485	-0.288210351938276	0.484279067403104	-0.595132788794225	0.551754712724804	0.875792946201078
"chr1_17521284_17521303_enh-1000609_11"	360.802304810619	0.134155789406851	0.541768535179786	0.24762565689115	0.804424057533962	0.956042483507233
"chr1_17521302_17521321_enh-1000609_12"	72.6113561441168	-1.14668037452557	0.829724070224089	-1.38200206029442	0.166971068498914	0.628607626749238
"chr1_17521303_17521322_enh-1000609_13"	152.582146970553	0.697066575621366	0.49421493506718	1.41045226714286	0.158406181393779	0.613889554575493
"chr1_17521303_17521322_enh-1000609_8"	215.402883965744	0.902957022401889	0.634163603606635	1.42385500723562	0.154488448476144	0.608721023094402
"chr1_17521304_17521323_enh-1000609_10"	67.6819829191368	0.320488783537307	1.10809712457035	0.28922445192841	0.77240962114416	0.947189001301607
"chr1_17523479_17523498_enh-1000609_10"	147.544960737623	0.579323482520162	0.770887309712684	0.751502165389233	0.452350498084046	0.83364437960241
"chr1_17523480_17523499_enh-1000609_23"	121.726075844937	0.36014830445529	0.684425197663956	0.526205501615851	0.59874543189877	0.894896684136753
"chr1_17523498_17523517_enh-1000609_13"	117.004495492444	-0.600226208006885	0.604116003848825	-0.993561177295158	0.320436552711628	0.755818300819144
"chr1_17523504_17523523_enh-1000609_22"	116.64415953749	-0.67893046831914	0.568300148393296	-1.19466882111261	0.232216448790757	0.694645264893266
"chr1_17523505_17523524_enh-1000609_19"	195.023926123617	0.527569190802072	0.509143693945847	1.03618918799412	0.300113889856099	0.742396498402056
"chr1_17523510_17523529_enh-1000609_4"	215.440337953861	-0.43564850746485	0.41757264797746	-1.04328793941591	0.296814955184335	0.740953010303009
"chr1_17523524_17523543_enh-1000609_20"	132.385592002778	-0.60579329102301	0.528952252500016	-1.1452702737531	0.252097215837738	0.713042761366083
"chr1_17523525_17523544_enh-1000609_6"	126.376684609662	-0.29087261659329	0.608808011948582	-0.47777396303033	0.6328110947698	0.903314575363768
"chr1_17523526_17523545_enh-1000609_17"	236.78515718082	-0.618797734158463	0.43938844156176	-1.40831591281512	0.159037545766372	0.615523172334258
"chr1_17523527_17523546_enh-1000609_8"	120.266865089611	-0.440329508891323	0.533688694824746	-0.825068083999642	0.409332938239429	0.813576703457605
"chr1_17523543_17523562_enh-1000609_14"	193.890942776729	1.00272659878119	0.756622165585004	1.32526727921842	0.185082517543075	0.650555151462578
"chr1_17523579_17523598_enh-1000609_21"	202.319406319153	-0.425202860775435	0.552480534353867	-0.769625053437792	0.441522339157183	0.827786239853889
"chr1_17523584_17523603_enh-1000609_15"	293.065690674929	-0.134157716581498	0.381343119044302	-0.351803165919752	0.724985884102092	0.935071761177392
"chr1_17523584_17523603_enh-1000609_3"	238.974285506561	0.340124336852383	0.418105189386745	0.81348987165469	0.415937250939325	0.818254783406526
"chr1_17523596_17523615_enh-1000609_5"	282.940142115539	2.43318248373704	0.785741274411246	3.09667133823435	0.00195706725288163	0.0992949883159573
"chr1_17523597_17523616_enh-1000609_1"	296.828142205103	0.452238979867862	0.397883204571265	1.13661238944521	0.255700358459645	0.715670764914634
"chr1_17523597_17523616_enh-1000609_16"	340.985157649377	1.81429376756545	0.638642205272069	2.84086105269623	0.00449919107358736	0.145210803000677
"chr1_17523598_17523617_enh-1000609_7"	297.175267719637	0.275523389759227	0.422500016911453	0.652126340191296	0.514319673160894	0.858871359935076
"chr1_17523604_17523623_enh-1000609_18"	266.394881287445	0.894670750466424	0.402730456129952	2.22151251997126	0.0263162676724886	0.316848890755969
"chr1_17523605_17523624_enh-1000609_9"	339.783558681336	0.320835663331231	0.473720941099972	0.677267216826549	0.498236427045928	0.85265910418772
