enhancerID	ctrl_1	ctrl_2	ctrl_3	krab_1	krab_2	krab_3	genes	gene1	gene2	A498_baseMean	A498_log2FoldChange	A498_lfcSE	A498_stat	A498_pvalue	A498_padj	A498_enhancerID
chr1_43524740_43524759_enh-1001568_6	7.55236609715866	8.02560387803399	7.83526641383507	7.09496272123853	7.07134809860959	6.73852451673217	SLC2A1 (-100249), EBNA1BP2 (+113491)	SLC2A1	EBNA1BP2	184.378413849263	-1.30232005379038	0.309942992214797	-4.20180512707912	2.64795033296338e-05	0.0251046060413643	chr1_43524740_43524759_enh-1001568_6
chr1_59507807_59507826_enh-1002134_7	7.5169897188785	7.3875153358098	7.52358876148858	6.36086824698079	6.69428524328779	7.29242906911892	JUN (-258032), FGGY (-254836)	JUN	FGGY	153.238003649996	-1.01841488283209	0.393814169641184	-2.58602904958955	0.00970887475175599	0.385199459287612	chr1_59507807_59507826_enh-1002134_7
chr1_8261986_8262005_enh-1000208_4	4.36057754672545	4.13873512928573	3.92995584984663	3.76472667654423	3.70551132840369	3.69947549190566	ERRFI1 (-175628), SLC45A1 (-115890)	ERRFI1	SLC45A1	18.1364649583172	-4.76876622961868	1.31013370367384	-3.63990806147972	0.000272735404387362	0.0777683863019532	chr1_8261986_8262005_enh-1000208_4
chr10_102107689_102107708_enh-1009386_13	6.01416138457876	6.44937655304609	6.29281577667108	5.55474812158967	5.49931491800341	5.66441589321888	SCD (+818)	SCD	NA	67.4962646954557	-1.71316351834498	0.470255358962531	-3.64304943196082	0.000269427071511157	0.0777683863019532	chr10_102107689_102107708_enh-1009386_13
chr10_124061302_124061321_enh-1009985_25	6.96765119974575	6.44487495694287	6.82775332399392	6.33218068774018	6.1040790946917	6.27830109090133	PLEKHA1 (-72900), TACC2 (+312603)	PLEKHA1	TACC2	96.0481808170887	-1.05025518001054	0.406477887443857	-2.58379413112751	0.00977201042086682	0.38602573217046	chr10_124061302_124061321_enh-1009985_25
chr10_124061422_124061441_enh-1009985_8	4.37412111805423	4.23162842763287	4.34841637727776	3.92098773454238	4.06419941950815	4.09904443960476	PLEKHA1 (-72780), TACC2 (+312723)	PLEKHA1	TACC2	19.3240757892044	-2.12622284776663	1.08303351367784	-1.96321057558621	0.0496217110258725	0.616210104868021	chr10_124061422_124061441_enh-1009985_8
chr10_126077434_126077453_enh-1010041_12	6.05134587415708	5.69565406167595	6.19487892831604	5.41215169190665	5.65035520561469	5.20802622869935	CHST15 (-225474), OAT (+30061)	CHST15	OAT	58.1073227143579	-1.50818804370393	0.558659873967596	-2.69965342775166	0.00694117420015121	0.340578649196221	chr10_126077434_126077453_enh-1010041_12
chr10_14509082_14509101_enh-1007164_9	6.47595109370838	6.35792993546211	7.06979253882046	6.06514490734612	6.47748792712625	5.92603052302591	FRMD4A (-136209), CDNF (+370979)	FRMD4A	CDNF	92.8002607228706	-1.0078657831149	0.478647170672777	-2.105654947669	0.035234335934378	0.544766443267965	chr10_14509082_14509101_enh-1007164_9
chr10_14865066_14865085_enh-1007182_1	5.70480027776344	5.65386178578061	5.29823460212193	5.24410910448607	5.10294545151753	5.06625390326943	FRMD4A (-492193), CDNF (+14995)	FRMD4A	CDNF	43.8022363452983	-1.3957281991846	0.591842300449608	-2.3582771933069	0.0183599776172323	0.452573448264776	chr10_14865066_14865085_enh-1007182_1
chr10_3521905_3521924_enh-1006778_2	5.13196234436495	5.27740341503474	5.2186405291578	4.74753783550017	4.83056225603415	5.01999205831025	PITRM1 (-306912), KLF6 (+305552)	PITRM1	KLF6	34.6503954545308	-1.32452340031199	0.66398327123102	-1.99481441430947	0.0460631246646521	0.602044550892722	chr10_3521905_3521924_enh-1006778_2
chr10_48573651_48573670_enh-1008074_14	4.37330787211987	4.57579280192385	4.30480378517382	4.00703125024579	3.91581284998138	3.95491544235417	GDF10 (-134685), PTPN20B (+233278)	GDF10	PTPN20B	21.0332306106419	-3.79651629362195	1.03827194044577	-3.65657218087967	0.000255610458440938	0.0777683863019532	chr10_48573651_48573670_enh-1008074_14
chr10_5992533_5992552_enh-1006905_12	5.04538408433275	4.98083972368755	5.31248258794428	4.74870063926939	4.50722092759908	4.35415820210504	IL15RA (+27010), FBXO18 (+56194)	IL15RA	FBXO18	33.1353911477559	-2.50921058655609	0.919150087260611	-2.72992476564346	0.00633487807503391	0.335096018346751	chr10_5992533_5992552_enh-1006905_12
chr10_6210851_6210870_enh-1006918_4	6.19905455286106	6.59972109573151	6.63814936414872	5.57267038256939	5.66236662777498	5.9522570635873	PFKFB3 (-34033), RBM17 (+79552)	PFKFB3	RBM17	78.3153367362896	-1.70248555717246	0.468357572311993	-3.63501234488073	0.000277967324973781	0.0777683863019532	chr10_6210851_6210870_enh-1006918_4
chr10_6217527_6217546_enh-1006918_4	5.09654160258302	5.43545920367622	5.34392968715181	4.97914856124965	4.80429807381371	4.8398673060147	PFKFB3 (-27357), RBM17 (+86228)	PFKFB3	RBM17	36.7056131834188	-1.61447806784832	0.645314883909319	-2.50184539068401	0.0123547865641561	0.405317530084516	chr10_6217527_6217546_enh-1006918_4
chr11_107711166_107711185_enh-1012715_13	7.14211315483612	6.63625092400861	6.95741971324161	6.02568193543417	6.342253847456	6.38434302192008	SLN (-120757), SLC35F2 (+18738)	SLN	SLC35F2	104.911547767824	-1.28724330606405	0.402176212954873	-3.20069478153967	0.00137096671514857	0.188811121396892	chr11_107711166_107711185_enh-1012715_13
chr11_126018256_126018275_enh-1013211_8	6.33053122195955	6.08924551637966	5.96357754345958	5.70881901908795	5.46429799229677	5.45818146855452	CDON (-85079), RPUSD4 (+63321)	CDON	RPUSD4	62.6629146735376	-1.51666420667354	0.49259738472588	-3.07891242158651	0.00207757746061957	0.21965960595368	chr11_126018256_126018275_enh-1013211_8
chr11_126033577_126033596_enh-1013212_9	3.6787666828913	3.67010127420635	3.61045602124947	3.44576067667725	3.41092084628927	3.49669789851992	CDON (-100400), RPUSD4 (+48000)	CDON	RPUSD4	12.336114960566	-2.68251939037571	1.32870765756445	-2.01889360319698	0.0434982792418898	0.590601622655035	chr11_126033577_126033596_enh-1013212_9
chr11_61792605_61792624_enh-1011487_14	2.76726264506331	2.92443134792257	3.11165900002117	2.76736099952024	2.76852152070043	2.76700160838521	INCENP (-98830), FTH1 (-57483)	INCENP	FTH1	8.27085241300252	-6.50488456735287	2.37031476209297	-2.74431255771664	0.006063777274448	0.323532705227583	chr11_61792605_61792624_enh-1011487_14
chr11_61792991_61793010_enh-1011487_19	5.99973639484154	6.2939149360256	6.18562266727777	5.96134709758271	5.41208798164845	5.74608397643271	INCENP (-98444), FTH1 (-57869)	INCENP	FTH1	65.407438992737	-1.06521473100987	0.518852299323067	-2.05302112450813	0.0400705287848369	0.572934184771596	chr11_61792991_61793010_enh-1011487_19
chr11_69233728_69233747_enh-1011828_1	7.16468881264092	7.1171582649893	6.91949808856636	6.31019549213765	6.70626054808471	6.07687397519809	CCND1 (-222117), TPCN2 (+417373)	CCND1	TPCN2	115.234380151299	-1.24699116614662	0.398764602896035	-3.12713605242372	0.00176518220192559	0.206966328418149	chr11_69233728_69233747_enh-1011828_1
chr11_74384142_74384161_enh-1012061_14	6.40816701496388	6.74884039799933	6.34133562722339	5.74080241201471	5.82688766826453	6.25305591807582	CHRDL2 (+58068), POLD3 (+80577)	CHRDL2	POLD3	81.2652663569651	-1.19215241665448	0.472444859296345	-2.52336837452325	0.0116236566379881	0.394777845320663	chr11_74384142_74384161_enh-1012061_14
chr11_74384148_74384167_enh-1012061_23	6.10178240408298	6.47030333136682	6.28864052440696	5.84162801535968	5.82644451729495	5.86095293293213	CHRDL2 (+58062), POLD3 (+80583)	CHRDL2	POLD3	70.4877276985269	-1.07859622531154	0.439436025860801	-2.45450113744931	0.0141080218197891	0.417722612144066	chr11_74384148_74384167_enh-1012061_23
chr12_104985962_104985981_enh-1016094_13	7.23887208821061	6.74356320726708	7.47736500251384	6.98498283022508	6.44920813128976	6.02213433997203	CHST11 (+135221), SLC41A2 (+336461)	CHST11	SLC41A2	128.097499918444	-1.10550816409248	0.464908520934854	-2.37790471525341	0.0174113244445634	0.447107136915658	chr12_104985962_104985981_enh-1016094_13
chr12_125259836_125259855_enh-1016734_1	6.88449282206472	6.70443932697804	6.31944052898717	6.29176729918033	5.77272577223695	5.98455621516533	NCOR2 (-280048), SCARB1 (+88547)	NCOR2	SCARB1	88.7605398759745	-1.29400265297587	0.461117016344202	-2.80623487555262	0.00501241415656258	0.29989322562929	chr12_125259836_125259855_enh-1016734_1
chr12_125262391_125262410_enh-1016734_14	5.77124914978237	5.59762922379028	5.48203583650306	5.0547903853622	5.30852685466459	5.05999420943359	NCOR2 (-282603), SCARB1 (+85992)	NCOR2	SCARB1	45.160677816948	-1.54046083809063	0.582155260441366	-2.64613401744874	0.00814175532289023	0.367426255875381	chr12_125262391_125262410_enh-1016734_14
chr12_125262494_125262513_enh-1016734_4	6.82884379400443	6.22159973506004	6.67824022649433	6.05937515126598	6.23293968749606	6.072379968338	NCOR2 (-282706), SCARB1 (+85889)	NCOR2	SCARB1	87.098611417461	-1.012594140293	0.434157107019671	-2.33232192660414	0.0196837618758554	0.460346043870813	chr12_125262494_125262513_enh-1016734_4
chr12_25539852_25539871_enh-1014106_8	4.16030411647125	4.51015970699538	4.32484953512813	4.11549365893368	4.04540148733864	4.00078440120326	KRAS (-136125), IFLTD1 (+166355)	KRAS	IFLTD1	19.850541359341	-2.01219227396341	0.938681405721044	-2.14363708676827	0.0320619767555833	0.538364846691214	chr12_25539852_25539871_enh-1014106_8
chr12_52785293_52785312_enh-1014740_2	6.85614519679316	7.37401179910561	7.04374580058203	6.79672819013717	6.19427780574161	6.15039387495484	KRT84 (-5867), KRT82 (+14836)	KRT84	KRT82	118.880463308708	-1.24456401702679	0.426734732520857	-2.91648165049691	0.00354003545393961	0.268117228477464	chr12_52785293_52785312_enh-1014740_2
chr12_57552744_57552763_enh-1014882_1	6.74810912311487	6.84606933579992	7.35779471824166	6.67519692322254	6.45399149505615	6.01246633019004	NXPH4 (-57824), LRP1 (+30472)	NXPH4	LRP1	113.464555429685	-1.11009759964757	0.43797645209874	-2.53460567189878	0.0112573968068035	0.394777845320663	chr12_57552744_57552763_enh-1014882_1
chr12_70446844_70446863_enh-1015277_23	6.09119574265041	5.26306517569103	6.334504392816	5.49871651888641	5.25034311893861	4.99417949206309	CNOT2 (-189923), MYRFL (+120538)	CNOT2	MYRFL	59.2538126664445	-1.89060677929517	0.666685233617477	-2.83583118983544	0.00457065978362228	0.290452304764449	chr12_70446844_70446863_enh-1015277_23
chr12_99775984_99776003_enh-1015958_1	7.39335455396386	9.22200028485854	7.77904072309815	7.71800998495156	6.95437609917686	6.50074631790933	ANKS1B (+602021), APAF1 (+737075)	ANKS1B	APAF1	269.703593687143	-1.70987581614357	0.871827605483618	-1.96125450190932	0.0498493419015577	0.616210104868021	chr12_99775984_99776003_enh-1015958_1
chr13_102174080_102174099_enh-1018255_3	6.88103499195078	6.61149617630206	6.68029993153612	6.25455441030212	6.21571527690669	5.80989628938712	ITGBL1 (+69124), FGF14 (+880034)	ITGBL1	FGF14	92.3151171993107	-1.26817107415176	0.421637265128796	-3.0077300538518	0.00263206823276424	0.237517498673025	chr13_102174080_102174099_enh-1018255_3
chr13_44678021_44678040_enh-1017447_2	6.34137212275608	6.36783171621071	6.10301494590761	5.73359511062111	5.1754926182938	5.163294134236	ENOX1 (-316987), SMIM2 (+57362)	ENOX1	SMIM2	68.1271040198676	-2.19613844013929	0.571321839746151	-3.84396024684629	0.000121064625344615	0.0552637595323102	chr13_44678021_44678040_enh-1017447_2
chr13_51161888_51161907_enh-1017663_12	6.56039208556489	5.85824366286608	6.51369830463033	5.93389594212307	5.79758836212703	5.64286341990188	RNASEH2B (-321916), DLEU1 (+505591)	RNASEH2B	DLEU1	73.6227163063837	-1.28576724717194	0.503933918062452	-2.55146002498804	0.0107272629333001	0.393479749632956	chr13_51161888_51161907_enh-1017663_12
chr13_51161942_51161961_enh-1017663_1	6.31214909477649	6.68105429096214	6.54298837301671	6.07275129454455	5.5268110570355	6.06049485387901	RNASEH2B (-321862), DLEU1 (+505645)	RNASEH2B	DLEU1	81.0312398571505	-1.32077784943061	0.486252905459846	-2.71623641648282	0.00660287489144977	0.337686231053572	chr13_51161942_51161961_enh-1017663_1
chr14_92942128_92942147_enh-1019927_4	5.60008721296243	5.57892655404515	5.49376397588999	5.30767160141169	5.12433693943463	5.11393118426307	RIN3 (-37980), SLC24A4 (+152189)	RIN3	SLC24A4	43.3494979141352	-1.22350831322766	0.562844104099637	-2.17379609081073	0.0297204522577848	0.532584408570483	chr14_92942128_92942147_enh-1019927_4
chr14_92998654_92998673_enh-1019931_3	6.02318742796493	6.04847944060215	6.5460593977085	5.78285776019605	5.84267919559888	5.76294542024652	RIN3 (+18546), LGMN (+216360)	RIN3	LGMN	68.4721556837431	-1.05354736217462	0.477844453003567	-2.20479144531737	0.0274687326273536	0.520049354273631	chr14_92998654_92998673_enh-1019931_3
chr14_93006647_93006666_enh-1019931_3	6.56593811246622	6.70413464553377	6.52447968517244	6.28332949343646	6.03426946419581	5.649292889632	RIN3 (+26539), LGMN (+208367)	RIN3	LGMN	85.4996439991074	-1.23003423893104	0.461944307182316	-2.66273275762132	0.00775089438975685	0.359134486292305	chr14_93006647_93006666_enh-1019931_3
chr14_93006803_93006822_enh-1019931_6	6.64486458652527	6.73655421775824	6.5748797806952	6.23992522705834	5.90601884367379	6.15226919261614	RIN3 (+26695), LGMN (+208211)	RIN3	LGMN	88.175980862431	-1.13957036176692	0.402009675320603	-2.83468391863483	0.00458710455975666	0.290452304764449	chr14_93006803_93006822_enh-1019931_6
chr14_93012927_93012946_enh-1019931_8	4.06104762562916	4.09458569881365	4.44587364077341	3.76424033431401	3.91723605400561	3.76272896444538	RIN3 (+32819), LGMN (+202087)	RIN3	LGMN	18.8209515624	-3.51769161955638	1.29048265886382	-2.72587283168412	0.00641317017417512	0.335603680302173	chr14_93012927_93012946_enh-1019931_8
chr14_93012936_93012955_enh-1019931_3	6.84846310876093	6.4536112320101	6.49063638508424	6.10094456467727	5.78189328735304	6.30382187442869	RIN3 (+32828), LGMN (+202078)	RIN3	LGMN	86.8314281586391	-1.10650085135538	0.451570365161252	-2.45033982901038	0.0142721444649078	0.417722612144066	chr14_93012936_93012955_enh-1019931_3
chr14_93147740_93147759_enh-1019943_22	6.61325969705341	6.62599636803391	6.91373743488965	6.22605207406484	5.76678511429706	6.19186213772844	LGMN (+67274), RIN3 (+167632)	LGMN	RIN3	91.8451681364926	-1.31939466096221	0.431612125871477	-3.05689896524153	0.00223639643271177	0.227019460349513	chr14_93147740_93147759_enh-1019943_22
chr15_102152141_102152160_enh-1022552_2	5.14142334680839	5.61894905714154	5.44841093913315	4.91578934042483	5.17896953650601	4.85080377181662	PCSK6 (-122278), TM2D3 (+40419)	PCSK6	TM2D3	40.257937769764	-1.49752532171889	0.662849714274386	-2.25922300254472	0.0238695166623026	0.497094235497791	chr15_102152141_102152160_enh-1022552_2
chr15_102154630_102154649_enh-1022552_4	5.13519040401422	5.00463288410502	4.90582719329779	4.58423604675237	4.53679464451733	4.31367210360185	PCSK6 (-124767), TM2D3 (+37930)	PCSK6	TM2D3	30.6231755287424	-2.55845051554892	0.897705937450792	-2.84998729407331	0.00437209756272819	0.28971022828293	chr15_102154630_102154649_enh-1022552_4
chr15_41035647_41035666_enh-1020747_1	6.90767371548368	6.37779348591213	6.54466517240396	6.04624369795911	6.13783388728347	6.06021154517653	RMDN3 (+12392), RAD51 (+48285)	RMDN3	RAD51	87.3939570681447	-1.16208096395923	0.418391731494574	-2.77749505184546	0.00547796741519869	0.311133402729603	chr15_41035647_41035666_enh-1020747_1
chr15_41035915_41035934_enh-1020747_14	6.02366516200474	5.92509656981912	6.47547269480101	5.34635035972118	5.87141853074261	5.7767715431878	RMDN3 (+12124), RAD51 (+48553)	RMDN3	RAD51	66.0019800663714	-1.17861876859368	0.549771008027662	-2.14383579960328	0.0320460457630689	0.538364846691214	chr15_41035915_41035934_enh-1020747_14
chr15_66871265_66871284_enh-1021555_6	5.46304858236175	5.53934640986668	5.21471018331409	5.02377893321033	5.13540310442272	4.96556998004697	SMAD6 (-123291), LCTL (-13440)	SMAD6	LCTL	39.789955346815	-1.37452242946249	0.610221392595337	-2.25249793950439	0.024290822783714	0.499030272045656	chr15_66871265_66871284_enh-1021555_6
chr15_68190061_68190080_enh-1021610_9	7.6742523090093	7.45486355748176	7.06049254505212	6.77032752631047	7.20485878947255	6.23173559794138	PIAS1 (-156446), SKOR1 (+78029)	PIAS1	SKOR1	149.096725986212	-1.02053240895863	0.423257783247908	-2.41113678082298	0.0159028831190125	0.43077589987215	chr15_68190061_68190080_enh-1021610_9
chr15_68190737_68190756_enh-1021610_7	7.33276903020306	7.07049870428892	7.40871580938189	6.89295821634741	6.66140439783618	5.90861384483679	PIAS1 (-155770), SKOR1 (+78705)	PIAS1	SKOR1	132.913117781998	-1.23522663309918	0.441765839172293	-2.79611170346159	0.00517215205288586	0.301822403316728	chr15_68190737_68190756_enh-1021610_7
chr15_68191730_68191749_enh-1021610_3	6.06293446266383	5.92612535420902	5.90613244924954	5.88621678469857	5.15165077385583	5.2686304352551	PIAS1 (-154777), SKOR1 (+79698)	PIAS1	SKOR1	57.8383428474067	-1.24757640242341	0.624250044758955	-1.99852032514494	0.045660278642126	0.599321548737171	chr15_68191730_68191749_enh-1021610_3
chr15_96924536_96924555_enh-1022401_6	6.12706236088632	6.08432686738915	6.90809163461265	6.009152465271	6.06043317651845	5.74150625291766	NR2F2 (+50600)	NR2F2	NA	79.6839366067544	-1.09176072699464	0.514600862014022	-2.12156801044164	0.0338740310985905	0.540290585090712	chr15_96924536_96924555_enh-1022401_6
chr15_96925538_96925557_enh-1022401_13	6.27355121105517	6.1359041246843	6.81507688144077	5.96577126373502	5.84130975142022	6.08088621793765	NR2F2 (+51602)	NR2F2	NA	78.991048860242	-1.06516378875733	0.474058175255053	-2.24690522040728	0.024646085019898	0.502087599785525	chr15_96925538_96925557_enh-1022401_13
chr16_13426236_13426255_enh-1022985_6	5.9204691634282	6.15541838651619	5.99570035872013	5.62733635638429	5.34665089542427	5.78539516121518	ERCC4 (-587768), SHISA9 (+430769)	ERCC4	SHISA9	59.40734762148	-1.1095144593864	0.519907160767529	-2.13406266178069	0.0328376517938525	0.538490152435015	chr16_13426236_13426255_enh-1022985_6
chr16_69051416_69051435_enh-1023901_1	5.89357711416345	5.89715902627455	5.27351760319606	4.72725092700905	4.68771194137569	5.40972730924357	HAS3 (-90017), TANGO6 (+173917)	HAS3	TANGO6	50.0591206619581	-2.14454305218796	0.826784796246174	-2.59383464950585	0.00949121211253874	0.383538325531279	chr16_69051416_69051435_enh-1023901_1
chr16_81736907_81736926_enh-1024234_4	6.43269200406635	6.16351171888307	6.29183367845104	5.86576399677126	5.69550983760727	5.64561094343489	PLCG2 (-75946), CMIP (+258142)	PLCG2	CMIP	69.6425642576958	-1.35246446830176	0.4475378035236	-3.02201167734523	0.00251100861350322	0.236245657720818	chr16_81736907_81736926_enh-1024234_4
chr16_85768442_85768461_enh-1024407_13	6.28719783124927	6.16426740609918	6.3660959144361	5.8342589541914	6.00705632645954	5.44123954463931	GINS2 (-45847), EMC8 (+64694)	GINS2	EMC8	69.8152304618585	-1.16064347986162	0.502016725837455	-2.31196177363504	0.0207797899784634	0.468210075840149	chr16_85768442_85768461_enh-1024407_13
chr16_86774476_86774495_enh-1024440_2	4.73913422524413	4.7060816363014	4.93212566802014	4.5456241062397	4.50952658387913	4.45263184380097	FOXL1 (+162371), FBXO31 (+642877)	FOXL1	FBXO31	26.4364946291742	-1.49361914990412	0.743745208181346	-2.00824036709616	0.0446177553268032	0.595144842427326	chr16_86774476_86774495_enh-1024440_2
chr17_1101572_1101591_enh-1024656_4	6.23202958511164	6.57407146662898	6.50120561232422	6.22200169866606	5.75663288324065	5.88541691724602	BHLHA9 (-72271), ABR (-18414)	BHLHA9	ABR	78.2092721595869	-1.04488885290464	0.460075941645816	-2.27112256547644	0.023139559318559	0.492010803126051	chr17_1101572_1101591_enh-1024656_4
chr17_1101573_1101592_enh-1024656_3	6.39624730855994	6.20689818862511	7.08919152255669	5.91192513939113	5.93122289312441	6.41905158959088	BHLHA9 (-72270), ABR (-18415)	BHLHA9	ABR	90.2882912063281	-1.056423637926	0.509667390777499	-2.0727707070182	0.0381936238158484	0.56240909621306	chr17_1101573_1101592_enh-1024656_3
chr17_1104756_1104775_enh-1024656_14	7.39469037595343	7.76781494047936	7.97773075102317	7.27345286119898	7.19062474534346	6.62626880302496	BHLHA9 (-69087), ABR (-21598)	BHLHA9	ABR	180.552763169764	-1.04361912646954	0.351840130843141	-2.96617422227713	0.00301529624413796	0.25110490681757	chr17_1104756_1104775_enh-1024656_14
chr17_29277106_29277125_enh-1025420_1	6.85177861830876	6.58160455305466	6.68883349292498	6.28453371231407	6.3214235912789	5.65678420802908	RNF135 (-20103), ADAP2 (+28418)	RNF135	ADAP2	92.4574125444936	-1.18776491151306	0.466959624813406	-2.54361372674926	0.0109712335514544	0.393479749632956	chr17_29277106_29277125_enh-1025420_1
chr17_29280363_29280382_enh-1025420_7	7.13038016259175	7.11720614835535	7.49824611898671	6.87439667357327	6.48260634408679	6.56960254188423	RNF135 (-16846), ADAP2 (+31675)	RNF135	ADAP2	131.949130414598	-1.05368981095679	0.357710378729567	-2.94565065374687	0.00322276161872853	0.254618826607879	chr17_29280363_29280382_enh-1025420_7
